id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords,proofread_from
LAT024-001,为自由招魂,校对轮,已校对,政治,现代民主由社会力量推成,19世纪的30年代，英国的议会已逐渐不完全是贵族和大地主的天下了。中产阶级以拒绝纳税等方法，鼓动风潮，造成时势。终于在1832年通过了改革议会法案，使英国的选民由四十三万五千人增加到六十五万六千人。这种优势——增加了二十二万选民的优势，终于使新兴的中产阶级们控制了英国的下议院，近代民主政治的趋势，从此便愈来愈明确了。,001.独裁中的民主.txt,3,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/001.独裁中的民主.txt,"民主,议会改革,中产阶级,工业革命",LAT024-001
LAT024-002,为自由招魂,校对轮,已校对,政治,压迫引出共同反抗,这些革命，都证明了这三十三年的世界变动多么剧烈，也证明了任何民族对反抗反动势力的压迫，都是心同此理的。,001.独裁中的民主.txt,15,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/001.独裁中的民主.txt,"革命,压迫,倒退,反抗",LAT024-002
LAT024-003,为自由招魂,校对轮,已校对,政治,自由民主是历史潮流,有历史眼光的人，必然可以了解近代的时代趋向是走向自由、走向民主的趋向，这是历史的潮流。任何反对这个趋向的运动与政权，不论它的一时的暴力多么强大，都不能扭转它的反动的与逆流的地位。,001.独裁中的民主.txt,34,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/001.独裁中的民主.txt,"自由民主,历史潮流,反动势力,现代",LAT024-003
LAT024-004,为自由招魂,校对轮,已校对,政治,专制害怕开放挑战,上面这些“不开放”“不敢开放”的专制作风，都反证了独裁政权内心的恐惧，证明了他们对赤裸的暴力（Naked Power）也没有绝对的信任，证明了他们对自由民主的潮流，并不敢接受光明正大的挑战。,001.独裁中的民主.txt,48,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/001.独裁中的民主.txt,"开放,专制,恐惧,自由民主",LAT024-009
LAT024-005,为自由招魂,校对轮,已校对,人格,自由民主者不陪葬专制,在这样显明的历史潮流里，一个政权不能“顺流而下”而要“悍然自毁”，必然导致它自身的悲剧收场。重要的是，拥护自由民主的人，不要陪他们扮演这一出悲剧，要阻止他们硬演这一出悲剧。,001.独裁中的民主.txt,49,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/001.独裁中的民主.txt,"自由民主,责任,悲剧,现代潮流",LAT024-010
LAT024-006,为自由招魂,校对轮,已校对,知识,文警就是文字警察,所谓“文丐”，是一群新风花雪月忧愁哀怨的无病呻吟者，用狗屁的词汇与思路，整天写他们逃避现实的乞丐文。所谓乞丐，是向文字讨饭吃、用文字混饭吃、借文字发泄不值得发泄的情绪。他们满纸黑暗呀痛苦呀，其实他们根本不知道人间真正的黑暗与痛苦是怎么一回子事。他们只是在做“文字自淫”和“文字轮回”罢了。在这种“文丐”以外，另一类的无聊分子就是所谓“文警”。“文警”，顾名思义，就是“文字警察”，他们在古代叫“文学侍从之臣”，叫“御用文人”，在现代，叫“文化官”，叫“穿着制服的文艺工作者”（Artists in Uniform，这是梁实秋告诉我的Max Eastman的书），他们的使命除了歌功颂德粉饰太平以外，就是提倡什么“战斗文艺”。所谓“战斗”，并不是使劲朝外面的敌人战斗，而是关起门来“同室操戈”——向与敌人根本对面的文化人放黑枪。故所谓“文警”，他们的使命有二：一是打击敌人，一是打击朋友。一般的趋势是：“文警”们大都花心血去打击后者，因为他们“出门害怕”，故只好缩在家里放冷箭，专门打击自己人。,002.文警论及附件.txt,8,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/002.文警论及附件.txt,"文警,文字警察,御用文人,战斗文艺",LAT024-011
LAT024-007,为自由招魂,校对轮,已校对,政治,文警会刺伤自己人,这幅凄惨的自画像，充分显示了“文警”对付文人的手段，——他们叫你上战场打敌人，可是在你的背后，却是他们的刺刀；但这还算是好的，起码还给你一个与敌人搏斗的机会，因为他们本可叫你“出师未捷身先死”，叫你没见到敌人的面，就先死在自己人的刺刀之下。,002.文警论及附件.txt,13,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/002.文警论及附件.txt,"文警,作家,自己人,迫害",LAT024-012
LAT024-008,为自由招魂,校对轮,已校对,方法,反共文警复制共产党手法,共产党的“文警”制度，流弊所及，自觉的或不自觉的被傻小子们学去了不少，这些傻小子们，他们多出身在左派的漩涡，曾奉过马克斯牛克斯为祖师爷，曾迷信过唯物史观社会史观，曾在汉奸的泥潭里插过脚，曾在共产党的沼泽里打过滚，曾卖身投靠地做过共产党的同路人。……这些当年作孽多端的人物，如今多以政论家、宣传指导者、舆论公卖者、最反共者和反共专利者的姿态出现，整天专攻逻辑学，然后把他们过去自己戴过的各种帽子硬朝别人头上戴，表面上，这些“文警”的鼓声是他们比别人都忠贞、都爱国；骨子里，他们真正的号角却是内心惭绪与恐惧的逆化作用，以陷害忠良邀功争宠手法，做那残余的共产党残忍性格的发泄。所以，这些当朝的或在野的各式“文警”们，他们不论是职业性的检举别人，或是义务性的《我控诉》别人，都属于可怜又可恨的一群，他们的灵魂，已经在多年的斗争底下，被比他们更残忍的政治流氓轮奸得不成模样，他们的上体已经虚空，下体已经麻木，恰像那接客多年的老妓，她仇恨一切清白无邪的少女，非使恶少诱奸或强奸这个少女而后快。,002.文警论及附件.txt,14,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/002.文警论及附件.txt,"反共,文警,共产党,方法",LAT024-013
LAT024-009,为自由招魂,校对轮,已校对,人格,奴中奴最可悲,在上面这些巨头“文警”以外，还有一些小“文警”，他们大都是什么专门委员或文协会员之类，他们之中，也不乏忠贞爱国之士，可是因为读书太少、党性太强，也被多少感染上巨头“文警”的栽诬气质，因而爱用卡尔文式的（calvinian）的褊狭手法，起劲的帮助大奸巨滑来打别人的小报告，他们不算可怜又可恨，他们只是无知盲目而已。恰像那石秀的叫骂：——“你这给奴才做奴才的奴才！”他们只是“奴中奴”罢了。并且做了“奴中奴”而不自觉，真是道道地地的“庸奴”！,002.文警论及附件.txt,16,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/002.文警论及附件.txt,"文警,奴中奴,奴才,人格",LAT024-014
LAT024-010,为自由招魂,校对轮,已校对,方法,先认清朋友再对付敌人,中国古代被迫害的诗人说：“本是同根生，相煎何太急？”在大敌当前，“相煎”“同根”的拿笔杆战士，其举动之不智，已不需要我们多说；也许文字警察们会狡辩：“你我不是同根，尔为尔，我为我。”如此断绝关系，我们也欣然同意。但是我们不要忘记，在大敌当前的时候，当那个大敌是北洋军阀的时候，即使老毛子共产党，有过光荣历史的一个党都曾跟他们合作过、“联俄容共”过，何况是今天反共并不后人的一些“小国民”？“文警”们又有何面目、有何心肝去打击他们、迫害他们？不要以为今天无梁山可上，就可欺人太甚；今天虽无梁山可上，却有玉山可埋。党忠贞之士，都纷纷追随于右任，皇天后土，埋骨玉山的时候，又一个冬天——如果还有的话——将会感到更寒冷。世界上最悲哀的人，将是不认朋友、只有敌人的人，他们的生机已经自渎净尽，他们的敌人，不但在外面，也在他们的心里。二十八年反共斗争的失败，二十年反共海岛的自省，都该使他们换一种方法来对付“同根生”或“不同根生”的人了。认清朋友，是打击敌人的先决条件。把朋友错当成敌人来打击，所损失的，不该只是朋友自己，即使“文警”大人的血手和令誉，也不会一干二净吧！,002.文警论及附件.txt,17,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/002.文警论及附件.txt,"朋友,敌人,文警,方法",LAT024-015
LAT024-011,为自由招魂,校对轮,已校对,政治,文警比武警更坏,别傻瓜啦，“文警”们！我们早就领教你们比“武警”还厉害，世界上也早就知道穿长衫的比拿枪杆的害人还害得多，你们别再以为别人看不出来你们这一套，或者不肯指出来你们这一套。只要我李敖没埋骨玉山以前，你们再耍这一套，休想我饶过。“今之祢衡”在此，做曹操、做刘表，还是做黄祖，任凭你们选择。傻瓜们，来，选选吧！,002.文警论及附件.txt,18,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/002.文警论及附件.txt,"文警,武警,迫害,文化",LAT024-016
LAT024-012,为自由招魂,校对轮,已校对,写作,文章牵一发动全身,此文我先宣布，恕不能改，因为全文都相关，牵一发动全身，并且浑身都是“罪状”，改也减不了好多，反不如由它去吧！,002.文警论及附件.txt,23,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/002.文警论及附件.txt,"文章,修改,结构,罪状",LAT024-017
LAT024-013,为自由招魂,校对轮,已校对,人格,无处躲藏就只能斗争,我辈生当乱世，或如庾信所言：“爰客逃难，求食而已”；或如范仲淹所言：“宁鸣而死，不默而生。”二者何择，实难忖度。但对我来说，实已无处后退、无地可避（此David Bradley所谓的No Place to Hide），最后只好白刃相见，大家看好戏也。,002.文警论及附件.txt,26,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/002.文警论及附件.txt,"斗争,沉默,责任,处境",LAT024-018
LAT024-014,为自由招魂,校对轮,已校对,法权,查禁还封锁消息,突然间，张宗昌大吼一声，开始发作了，他好像是在生我的气。好像是我在山东办一个名叫《文月》的杂志，言论使他不满。所以他下令：“查扣这期的《文月》，他妈的《文月》！”,003.张宗昌，我梦到了你！.txt,8,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/003.张宗昌，我梦到了你！.txt,"查禁,新闻封锁,杂志,自由",LAT024-019
LAT024-015,为自由招魂,校对轮,已校对,政治,杀人不流血靠遮掩,张宗昌猛然从椅子上跳了起来，大叫道：“他妈的真气人呀！杀《文月》，本来要偷偷摸摸的，叫它吃哑巴亏，不许它流血。可是它却用了巧计，到底流了一次血给老子看、给全中国人看、给全世界人看、给历史之神看。这下子，真使老子划不来、划不来、划不来。老子此后，自当细心害它，不可再大意也！李敖小子，看你横行到几时，大家走着瞧罢！”,003.张宗昌，我梦到了你！.txt,17,《大李敖全集6.0》分章节/003.惊世杂文类/009.为自由招魂/003.张宗昌，我梦到了你！.txt,"杀人不流血,新闻封锁,张宗昌,权力",LAT024-020
