id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords,proofread_from
LAT017-001,文化论战丹火录,校对轮,已校对,人格,特立独行者难免被压迫,这是孙行者的悲剧，也是一切特立独行者的悲剧。,001.《文化论战丹火录》开场白.txt,15,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/001.《文化论战丹火录》开场白.txt,"特立独行,悲剧,论战",LAT017-001
LAT017-002,文化论战丹火录,校对轮,已校对,写作,史料应记录别人如何围攻自己,这本《文化论战丹火录》是一本奇书，它的重点，不是记录李敖如何“打”别人，而是记录别人如何“打”李敖（当然偶尔也“捧”几下），记录别人如何对我“刀砍斧剁、枪刺剑刳、雷打火烧”，如何把我放在“八卦炉”中一煆再炼，如何把我中伤毁谤，如何把我熏成“火眼”与“金睛”。……,001.《文化论战丹火录》开场白.txt,17,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/001.《文化论战丹火录》开场白.txt,"史料,围攻,记录",LAT017-003
LAT017-003,文化论战丹火录,校对轮,已校对,知识,中西文化论战属于思想史大题目,在上面这些重大论战中，四、五、八、十性质最为接近，都可说是有关中西文化问题的“卡大卡大题目的论战”。,002.文化论战丹火录.txt,14,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"中西文化,思想史,论战",LAT017-006
LAT017-004,文化论战丹火录,校对轮,已校对,方法,大题目容易空洞化,因为题目是“卡大卡大的”，所以很容易陷入“高度抽象”（high level abstraction）的论争，很容易流为空洞与混淆。,002.文化论战丹火录.txt,15,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"抽象,空洞,混淆",LAT017-007
LAT017-005,文化论战丹火录,校对轮,已校对,方法,思想方法不及格者不宜评论,为了减少这种错误与歧路，我们可以这样要求：凡是在思想方法训练上不及格的人，他没有资格涉及这种讨论和评论，因为这种人的大毛病是节外生枝，常常为了一些枝节的问题阻碍了真正“趋向”方面的指路。,002.文化论战丹火录.txt,16,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"思想方法,评论资格,枝节",LAT017-008
LAT017-006,文化论战丹火录,校对轮,已校对,方法,指路文字要指出思想趋向,这次1962年的中西文化论战，真正在思想“趋向”方面指路的文献，只是胡适的《科学发展所需要的社会改革》和李敖的《给谈中西文化的人看看病》。其他的大量文字，有的是这条路上的压路机、有的是这条路上的拦路虎……它们有的可能很细腻、很雄壮，但都不能算是真正划时代的指路文字，也不能算是大刀阔斧地明显指出思想“趋向”的文字。,002.文化论战丹火录.txt,18,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"思想趋向,指路,文献",LAT017-009
LAT017-007,文化论战丹火录,校对轮,已校对,政治,中国要走科学民主现代化,在我个人方面说来，我的真正意愿是“减少论辩，指出‘趋向’”，我要使中国民族朝“科学”“民主”“现代化”的西方“趋向”上走，而不走传统、保守、反动的路，我的着眼点是整个的古老的民族，而不是几个臭文人和臭笔仗。,002.文化论战丹火录.txt,21,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"科学,民主,现代化",LAT017-011
LAT017-008,文化论战丹火录,校对轮,已校对,方法,认清趋向后枝节皆余事,在另一方面，许多肯定这个老问题有讨论价值的人，他们很少能逃出缠讼和曲解的境地，这种误导，也许胡适和我都要负些责任，也许我自己有时陷入“盘丝洞”而不能自拔。关心这一论战的人们必须应该知道“思想‘趋向’的指出”乃是这一论战发动者真正意愿，只要能认清中国思想“趋向”的正确答案，其他枝节的问题都是余事！,002.文化论战丹火录.txt,25,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"思想趋向,答案,枝节",LAT017-013
LAT017-009,文化论战丹火录,校对轮,已校对,文化,传统文化是死文化,一、中国的传统文化，是死的文化。,002.文化论战丹火录.txt,39,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"传统文化,死文化,现代",LAT017-015
LAT017-010,文化论战丹火录,校对轮,已校对,文化,死文化只能入博物馆,二、死的文化至多只适合死去的时代。对今天的时代来说，只能做文化史和博物馆的材料。,002.文化论战丹火录.txt,40,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"文化史,博物馆,时代",LAT017-016
LAT017-011,文化论战丹火录,校对轮,已校对,文化,旧挂钟齿轮配不上新手表,四、就好像一座又笨又旧的大挂钟，纵使其中有一两个齿轮没长锈，可是对我们新式小巧的手表毫无用处。,002.文化论战丹火录.txt,42,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"传统文化,现代,比喻",LAT017-018
LAT017-012,文化论战丹火录,校对轮,已校对,知识,研究传统不等于提倡传统,六、洋鬼子研究中国的传统文化，除了好奇和骗人以外，只是一种学术研究。如同他们研究一个死去的恐龙、一个吃人的野蛮民族一样。他们并不是提倡恐龙行动或是吃人文化。,002.文化论战丹火录.txt,44,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"学术研究,传统文化,恐龙",LAT017-019
LAT017-013,文化论战丹火录,校对轮,已校对,文化,传统文化没有科学民主,七、传统文化中根本没有“科学”与“民主”，只有“玄学”与“教条”。所以它为共产主义铺了路。,002.文化论战丹火录.txt,45,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"科学,民主,传统文化",LAT017-020
LAT017-014,文化论战丹火录,校对轮,已校对,政治,提倡传统通向义和团或共产党,八、所以，只有两种人才提倡传统文化，一种是糊里糊涂的义和团；一种是共产党。（注：羽隹q24158715添加）,002.文化论战丹火录.txt,46,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"传统文化,义和团,共产党",LAT017-021
LAT017-015,文化论战丹火录,校对轮,已校对,知识,强国不搬弄固有文化,九、世界第一流的讲究科学与民主的强国，从来不搬弄什么五千年固有文化，从来不认识什么尧舜禹汤文武，但是他们是强国。,002.文化论战丹火录.txt,47,《大李敖全集6.0》分章节/003.惊世杂文类/002.文化论战丹火录/002.文化论战丹火录.txt,"强国,固有文化,现代化",LAT017-022
