id,source_id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT077-001,LAT077-001,中国现代史正论,校对轮,已校对,政治,青年党根本问题在法西斯倾向,一个成立有六十五年历史的政党，怎么搞成了这副样子？这是一个值得寻找答案的问题。据我看来，青年党的根本问题在于它从“民国十二年在巴黎创建”起，就想做一个法西斯的政党。表面上，它的标帜是国家主义，实质上，则是效慕法西斯主义，不外是主张“专制手段”“激烈手段”救国那一套。 这些言论和行动，从青年党党魁的遗著中，和其他有关文件，我们不难发现。青年党在创党之初，所有党员，就是玩枪弄刀的。照周宗烈“创党前后”回忆，他们“原是一个革命党”，但是根据我搜集到的“十四年5月印于巴黎”的《中国青年党惩戒法》原本（第四十号），在第二章“对内惩戒法”第三条内，明列有“四级十二等之惩戒”，其中“ 一级之惩戒”，“一等”竟是“处死”，“ 二等”竟是“看管”，“三等”方是“除名”（开除党籍）。一个政党竟在开除党籍前，可私刑“处死”同志或“看管”同志，纵黑社会中，亦不逾是也，我举出这一原始文件，无非证明青年党的本质，根本是恐怖的法西斯，根本不是民主国家的政党。,001.青年党的历史教训.txt,4,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/001.青年党的历史教训.txt,"政治,青年党根本问题在法西斯倾向,青年党的历史教训"
LAT077-002,LAT077-002,中国现代史正论,校对轮,已校对,政治,青年党被夹杀后沦为花瓶党,青年党的悲剧在它生不逢辰，它要在中国搞法西斯，迟了一步，被国民党、共产党分占极右、极左的空间，以致构成被夹杀的处境。无奈之余，只好投奔国民党、投奔汪政权，大做其“厕所里的花瓶”。瓶功极处，它在国民党政府中，曾分到“部长”两名、“政务委员”四名，最后在国民党编制紧缩下，人老珠黄，出局了事。如今沦落到向国民党领津贴为活，以闹内讧为家常便饭，下场亦复可怜可笑。虽然如此，国民党重视过它的程度，犹有胜于重视民进党。君不见国民党至今尚不肯分一名“部长”或一名“政务委员”给民进党，民进党又算老几啊？,001.青年党的历史教训.txt,5,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/001.青年党的历史教训.txt,"政治,青年党被夹杀后沦为花瓶党,青年党的历史教训"
LAT077-003,LAT077-003,中国现代史正论,校对轮,已校对,政治,民进党若法西斯化会成青年党第二,如今民进党在组织上，迹近法西斯；在习性上，十足法西斯，这都是走青年党的老路。在国民党、共产党分占下，如不努力改变成民主国家的政党，其前途乃是青年党第二——这是我历史家的预言，立此存照。,001.青年党的历史教训.txt,6,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/001.青年党的历史教训.txt,"政治,民进党若法西斯化会成青年党第二,青年党的历史教训"
LAT077-004,LAT077-004,中国现代史正论,校对轮,已校对,方法,研究历史要自己找材料,傅斯年说搞历史要“上穷碧落下黄泉，动手动脚找东西”。这话说得不错，但是傅斯年等学阀，身居“中央研究院”历史语言研究所所长和台湾大学校长的高位，他们自己，真正在这方面的努力，却不成比例，尤其涉及国民党当道的东西，他们是不敢找的。我早就看出在国民党统治下知识分子的懦种与没出息，因此我早在二三十年前，就“自力救济”，决心发展我个人的找东西系统。年复一年的辛勤结果，我的资料，以个人收藏而言，天下第一。其间虽被警总两次抄家，但是，我像个大蟑螂，虽历经“冰河期”的浩劫，还是照样幸存、照样蔓延发展、照样“春风吹又生”。所以，国民党式的文革也对我没办法——蟑螂是不怕牛棚的。,002.从国民党密件看青年党.txt,2,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/002.从国民党密件看青年党.txt,"方法,研究历史要自己找材料,从国民党密件看青年党"
LAT077-005,LAT077-005,中国现代史正论,校对轮,已校对,写作,用史学眼光公开密件,在我“上穷碧落下黄泉，动手动脚找东西”的庞大作业下，我搜集到不少密件。我常把密件用史学家眼光予以处理、用股票家手法予以炒作，公之于世，以见真章。在这种曝光下，人间任何的不义与丑闻，都难逃我的辣手和法眼，李敖的剽悍，自此也就令人胆寒。,002.从国民党密件看青年党.txt,3,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/002.从国民党密件看青年党.txt,"写作,用史学眼光公开密件,从国民党密件看青年党"
LAT077-006,LAT077-006,中国现代史正论,校对轮,已校对,政治,青年党已被国民党分化收买,前天（11月25日），我写了一篇《青年党的历史教训》，文中竟提出“十四年5月印于巴黎”的《中国青年党惩戒法》原本（第四十号），其中有对同志“处死”的条款，用来证明这个党是恐怖的法西斯，根本不是民主国家的政党，我动用这么坚强的证据以实吾说，谁还敢反驳呢？今早见报，青年党主席李璜又以团结号召宣传了，但对国民党每月给他们的两百六十万元该不该拿，却讳莫如深，竟说“青年党不能随便回答这个问题”！青年党主席为什么这样闪烁其词？因为他们明明已被国民党分化得不成样子。国民党对付青年党，最早是连“厕所里的花瓶”都不要的，而是要一网打尽。直到抗战以后，才收编他们为尾巴党。因为瓶功不小，甚至一度分到“农林部长”、“经济部长”干。到台湾后，身价更跌，被分化得更惨。惨到连国民党自己，都感到青年党太小了。我搜集到国民党“极机密”的文件——《中国国民党中央改造委员会会议决议案汇编》（中华民国四十一年12月），其中有这样妙文：一、第一九五次会议，1951年8月23日，“总裁指示：本党应以促进青年党之团结为宗旨，并宜明白表示如该党召开之9月9日全国代表大会，其领袖人物如李璜、左舜生务须出席参加，以示全党之团结。在李左二君未来台之前，希望大会延缓举行，以免分裂。”二、第三四七次会议，1951年5月29日，“总裁指示：青年党内部分裂，本党应促其团结，仍须继续调解，并以该党如能团结，则经费补助与人事可获整个解决；若仍分裂，则经费与人事将另行考虑之意，通知大华新村与新生南路两方。”由此可见，国民党党中央竟可控制青年党的全会、竟可命令“李璜、左舜生务须出席参加”、竟可控制“经费与人事”，以为逼之就范的条件，白纸黑字俱在，国民党还赖得掉吗？,002.从国民党密件看青年党.txt,5,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/002.从国民党密件看青年党.txt,"政治,青年党已被国民党分化收买,从国民党密件看青年党"
LAT077-007,LAT077-007,中国现代史正论,校对轮,已校对,人格,晚节不保者难挣脱魔掌,当年青年党大佬李璜、左舜生，犹能远处他乡，力抗堕落。最后，左舜生死了，李璜垂老投降，被收买为“总统府”资政，这样晚节不保的人，若想他能带青年党挣脱国民党的魔掌，鬼才相信他。,002.从国民党密件看青年党.txt,6,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/002.从国民党密件看青年党.txt,"人格,晚节不保者难挣脱魔掌,从国民党密件看青年党"
LAT077-008,LAT077-008,中国现代史正论,校对轮,已校对,政治,青年党出卖自己至此,虽然如此，“先行离去”的李璜，今天毕竟又重投国民党的插花班，做了花枝招展的“主月流”了！青年党出卖自己，已经一至于此了！,003.晚节不保的青年党.txt,6,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/003.晚节不保的青年党.txt,"政治,青年党出卖自己至此,晚节不保的青年党"
LAT077-009,LAT077-009,中国现代史正论,校对轮,已校对,人格,最后不合作象征不该晚节不保,李璜是青年党最后一个不合作的象征，他的垂老投荒，投奔国民党，真是不智。古人说“公自平生怀直气，谁能晚节负初心”，李璜的晚节不保，我真为他可惜。,003.晚节不保的青年党.txt,7,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/003.晚节不保的青年党.txt,"人格,最后不合作象征不该晚节不保,晚节不保的青年党"
LAT077-010,LAT077-011,中国现代史正论,校对轮,已校对,方法,时间线可拆穿捏造史实,在这些“西山会的角色”里，又何来“陈立夫”呢？何况，西山会议是1925年11月揭幕的，第二个月，陈立夫才从美国回来，他那时候二十六岁，是学采矿工程的，他有什么资格跟西山会议的许多革命先进一起反共呢？康宁祥的刊物这样乱拍马屁，不是捏造历史吗？,004.陈立夫，你为什么不早说？.txt,10,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/004.陈立夫，你为什么不早说？.txt,"方法,时间线可拆穿捏造史实,陈立夫你为什么不早说？"
LAT077-011,LAT077-012,中国现代史正论,校对轮,已校对,政治,捏造元老身份可制造反共先觉,陈立夫自己，当然是喜欢自己被康宁祥的刊物如此捏造的，因为这样一来，他不但变成了早期的元老，并且变成了反共的先觉，这种双重效果，又何乐而不为呢？,004.陈立夫，你为什么不早说？.txt,12,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/004.陈立夫，你为什么不早说？.txt,"政治,捏造元老身份可制造反共先觉,陈立夫你为什么不早说？"
LAT077-012,LAT077-013,中国现代史正论,校对轮,已校对,政治,宣传能把特工头子包装成君子,陈立夫是什么样的人，在这个岛上党内党外的宣传下，人民是会发生错觉的。在国民党的报章的吹捧里、在康宁祥的刊物的马屁里，陈立夫被描绘成满像那么一个正人君子似的。其实这个人，在主持“中统”（中央调查统计局）特工的时候，是个杀人不眨眼的凶手，多少国民党的异己分子，都被他下令装进麻袋，丢到黄浦江里喂鱼了。陈立夫今天在台湾写《追怀廖仲恺先烈》，对廖仲恺被暗杀的说明，是很可疑的。他说：,004.陈立夫，你为什么不早说？.txt,13,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/004.陈立夫，你为什么不早说？.txt,"政治,宣传能把特工头子包装成君子,陈立夫你为什么不早说？"
LAT077-013,LAT077-014,中国现代史正论,校对轮,已校对,方法,迟来真相必须追问为何不早说,照国民党陈立夫的说法，廖仲恺被暗杀，“许多显而易见的事实”，可以证明是“鲍罗廷及其中共爪牙所精心策划的，也是他们严密执行的”。这种历史真相在他口里终于大白，是俄国人“鲍罗廷及其中共爪牙”干的，自为喜欢得知真相的人所乐闻。但是，我们不能明白的是，既然“有许多显而易见的事实”，当时何不早说？因为五十七年来，我们从国民党党方的历史上，知道的廖案凶手，显然是与陈立夫所说不合的。这又是怎么回事呢？,004.陈立夫，你为什么不早说？.txt,17,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/004.陈立夫，你为什么不早说？.txt,"方法,迟来真相必须追问为何不早说,陈立夫你为什么不早说？"
LAT077-014,LAT077-015,中国现代史正论,校对轮,已校对,方法,旧说不指共产党便难改口,这不是明明点出，暗杀廖仲恺的，是“反革命的人们和假革命的军队”、是“反革命假革命的军阀官僚”。居正这篇讲演时间是1932年8月20日，也正是国民党剿共期间，当时为什么不点明是共产党干的呢？可见当时所说的“军阀官僚”，显然不是“鲍罗廷及其中共爪牙”了。,004.陈立夫，你为什么不早说？.txt,22,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/004.陈立夫，你为什么不早说？.txt,"方法,旧说不指共产党便难改口,陈立夫你为什么不早说？"
LAT077-015,LAT077-016,中国现代史正论,校对轮,已校对,方法,官方侦查结果反驳新说,这不是明明点出，暗杀廖仲恺的，是“胡毅生、朱卓文、林直勉”等人了吗？这种认定，且是经过“许崇智、汪兆铭、蒋中正”组织的“特别委员会”“执行任务”后“侦查结果”的，拘捕凶手，且是“许崇智、汪兆铭、蒋中正”三人的“特别委员会下令”的，对照起陈立夫文章，“胡毅生和林直勉等多人，竟被他们毫无法律根据的指为廖案的嫌犯”云云，以陈立夫的身份说这话，显然不对头了吧？因为“特别委员会”的成员，只有“许崇智、汪兆铭、蒋中正”三人，所谓“他们”，还有谁呢？陈立夫说“可以断定廖公绝不是胡汉民、胡毅生、林直勉等有见识的人所谋害”，那么，当时三人的“特别委员会”下令抓胡毅生、林直勉等，又是怎么回事呢？这“胡毅生、林直勉”，显然不是“鲍罗廷及其中共爪牙”了。,004.陈立夫，你为什么不早说？.txt,30,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/004.陈立夫，你为什么不早说？.txt,"方法,官方侦查结果反驳新说,陈立夫你为什么不早说？"
LAT077-016,LAT077-017,中国现代史正论,校对轮,已校对,方法,迟来内幕若真反使旧说难通,由以上四件抽样证据，证明从国民党历来的说法中，都不提暗杀廖仲恺是“鲍罗廷及其中共爪牙”所为，一直所提的，是别有其人，为什么五十七年以后，突然从陈立夫口里曝出内幕了呢？这岂不太邪门了吗？如果陈立夫所说属实，岂不显示了：这样见不得人的暗杀案，国民党竟为俄共遮盖了五十七年之久，这又为什么呢？这能说得通吗？“鲍罗廷及其中共爪牙”，究竟何恩何德于国民党，害得国民党要为他们一瞒五十七年呢？,004.陈立夫，你为什么不早说？.txt,35,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/004.陈立夫，你为什么不早说？.txt,"方法,迟来内幕若真反使旧说难通,陈立夫你为什么不早说？"
LAT077-017,LAT077-018,中国现代史正论,校对轮,已校对,方法,造谣前科构成合理怀疑,写到这里，我想到一件事。陈立夫当年发明“唯生论”，写了一本专书，叫《唯生论》，其中有一段说：“总理从前说过‘生是宇宙的中心，民生是人类历史的中心’。”但是，我翻遍了孙文的遗著，也看不到孙文说过这些话或做过类似的说法。所以，陈立夫全是造谣。因为这个人有这样公然造谣的前科，如今他说暗杀廖仲恺的种种，我也就不得不有合理的怀疑。费了几个小时的工夫，我写了这篇文章，陈立夫是不是又在造谣，读了这篇文章的人，自然就心里有数了。,004.陈立夫，你为什么不早说？.txt,36,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/004.陈立夫，你为什么不早说？.txt,"方法,造谣前科构成合理怀疑,陈立夫你为什么不早说？"
LAT077-018,LAT077-019,中国现代史正论,校对轮,已校对,政治,CC派系来自陈氏兄弟势力,CC是国民党中的大派系，是由陈果夫、陈立夫兄弟的英文拼音第一字母C字而来。陈氏兄弟是陈英士的侄儿，陈英士又是蒋介石的把兄弟大哥，陈家两代，都跟蒋介石关系匪浅，所以鸡犬同升之后，世有“蒋家天下陈家党”之称，陈氏兄弟之炙手可热，固盛极一时也。,005.陈立夫不是CC吗？.txt,2,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/005.陈立夫不是CC吗？.txt,"政治,CC派系来自陈氏兄弟势力,陈立夫不是CC吗？"
LAT077-019,LAT077-021,中国现代史正论,校对轮,已校对,政治,陈立夫自掀CC之底耐人寻味,蒋君章文字中提到的“雷某”，自是指雷震而言。雷震是否CC，不必说也。但CC头子陈立夫竟在陈布雷面前自掀CC之底而不讳言，则是一件耐人寻味的怪事也。,005.陈立夫不是CC吗？.txt,10,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/005.陈立夫不是CC吗？.txt,"政治,陈立夫自掀CC之底耐人寻味,陈立夫不是CC吗？"
LAT077-020,LAT077-022,中国现代史正论,校对轮,已校对,方法,博读旁引可破政治欺骗,古人有诗说：“上都新事常先到，老圃闲谈未易欺。”CC欺人之事，固不在少，但是在博读旁引下，他们想欺我们，又谈何容易啊！,005.陈立夫不是CC吗？.txt,11,《大李敖全集6.0》分章节/009.历史文化类/008.中国现代史正论/005.陈立夫不是CC吗？.txt,"方法,博读旁引可破政治欺骗,陈立夫不是CC吗？"
