id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT071-001,读史指南,提取轮,待校对,方法,四部对照以备要为主,此对照表分二部，上列四部备要，下列四部丛刊，下随上而排列，故以四部备要为主。,001.四部备要暨四部丛刊书目対照表例.txt,2,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/001.四部备要暨四部丛刊书目対照表例.txt,"方法,四部对照以备要为主,四部备要暨四部丛刊书目対照表例"
LAT071-002,读史指南,提取轮,待校对,知识,四部要籍是国学精华,〔附记〕四部要籍乃吾国学术之精华，然其量也，浩如烟海，坊肆流传之籍，棼若乱丝，别择选购，甚为艰苦，幸于此时有1926年始全部预约之四部备要（中华版）〔中以五开大本最佳，计成书三百五十一种，一万一千余卷，二千五百册，大洋九百元，此帙随铅字之大小引用二、三、四等号及长体印行，故能将木版原书五千余册缩成二千五百册〕，它有1920年始发售之四部丛刊（商务版）〔计成书三百二十三部，八千五百四十八卷，二千一百册，但更佳者为重印之帙，计成书如上，有八千五百七十三卷，二千一百一十二册，时为民国十八年〕，补此缺憾，二者虽未臻极理想之境，然亦差强人意矣。,001.四部备要暨四部丛刊书目対照表例.txt,529,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/001.四部备要暨四部丛刊书目対照表例.txt,"知识,四部要籍是国学精华,四部备要暨四部丛刊书目対照表例"
LAT071-003,读史指南,提取轮,待校对,方法,两帙互补成国学藏书,今将二帙对照，俟他日有能力时可择购其一，而以其一之不足，以另一补之，并博采二帙中未录之书，并成一总帙，则予国学之藏书一愿，庶几致之矣。,001.四部备要暨四部丛刊书目対照表例.txt,530,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/001.四部备要暨四部丛刊书目対照表例.txt,"方法,两帙互补成国学藏书,四部备要暨四部丛刊书目対照表例"
LAT071-004,读史指南,提取轮,待校对,人格,早年功力连贯后来成绩,我在三十年后发表这些早年的成绩，证明给大家看：李敖对中国文化的研究，远在三十年前十七岁时候，就已达到什么水准了。我当年的功力和用功，和我今天的功力和成绩，显然有着因果的连贯，我的敌人、我的朋友，都该注意这一点。,001.四部备要暨四部丛刊书目対照表例.txt,533,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/001.四部备要暨四部丛刊书目対照表例.txt,"人格,早年功力连贯后来成绩,四部备要暨四部丛刊书目対照表例"
LAT071-005,读史指南,提取轮,待校对,知识,古今图书集成是书中之王,其中百科全书项下，《古今图书集成》千古独步，字数高达一亿四千四百万，是书中之王。,002.《古今图书集成》研究.txt,13,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"知识,古今图书集成是书中之王,古今图书集成研究"
LAT071-006,读史指南,提取轮,待校对,方法,中国人缺读书工具,百科全书相当于古人的类书与辞书。中国人向来不太考究读书的方法与工具，最缺乏类书与辞书。偶尔有的，也太简略、陈旧，像：,002.《古今图书集成》研究.txt,14,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"方法,中国人缺读书工具,古今图书集成研究"
LAT071-007,读史指南,提取轮,待校对,知识,百科材料一检即得,《古今图书集成》包罗万象，举凡天文、历法、地理、政治、经济、交通、人事、艺术、博物、文学、理学以及礼、乐、兵、刑、工、语文、思想、医药、农业等等，在六千一百一十七部中，一检即得。,002.《古今图书集成》研究.txt,19,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"知识,百科材料一检即得,古今图书集成研究"
LAT071-008,读史指南,提取轮,待校对,方法,大书来龙去脉值得研究,这部大书的来龙去脉，很值得研究研究。,002.《古今图书集成》研究.txt,61,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"方法,大书来龙去脉值得研究,古今图书集成研究"
LAT071-009,读史指南,提取轮,待校对,方法,从版本问题开始论列,叶德辉这段简介，提到了这部一万卷的大书的作者、内容、版本等问题，但是他语焉不详。我在本文中，先就版本问题加以论列。,002.《古今图书集成》研究.txt,75,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"方法,从版本问题开始论列,古今图书集成研究"
LAT071-010,读史指南,提取轮,待校对,知识,真正编者是陈梦雷,《古今图书集成》的编者，一般说法是清圣祖（康熙〕敕撰、蒋廷锡等奉世宗（雍正）敕重编的。这是很不正确的说法。这部书的真正编者乃是含冤莫白的陈梦雷。,002.《古今图书集成》研究.txt,77,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"知识,真正编者是陈梦雷,古今图书集成研究"
LAT071-011,读史指南,提取轮,待校对,人格,陈梦雷苦命中编成巨著,陈梦雷可说是苦命的人，他在三藩之乱时被靖南王耿精忠胁迫造反；造反失败，又被他的好朋友李光地出卖——不肯证明他的清白；又被误会成“行贼伪命”的陈昉，所以罪上加罪，被发配到东北做奴隶。后来康熙皇帝东巡，把他召回来，叫他陪皇帝的第三个儿子诚亲王读书，在优游的岁月里，他“目营手检，无间晨夕”，终于编出了这部中国有史以来最伟大的百科全书。这个故事的始末，陈梦雷在他的《松鹤山房集》文集卷二《进汇编启略》里说得很明白：,002.《古今图书集成》研究.txt,78,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"人格,陈梦雷苦命中编成巨著,古今图书集成研究"
LAT071-012,读史指南,提取轮,待校对,知识,四年半编成万卷巨书,根据这段自述，我们很清楚的知道这部书是于18世纪的第一年——康熙四十年（1701)十月开始缮写的，至四十五年（1706）四月完工，一共花了四年半的时间，当然陈梦雷在这四年半以外，还有“读书五十载”做底子的。,002.《古今图书集成》研究.txt,80,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"知识,四年半编成万卷巨书,古今图书集成研究"
LAT071-013,读史指南,提取轮,待校对,政治,雍正序抹去陈梦雷,这三点伏笔，在四年以后，完完全全暴露了真面目。四年以后是雍正四年（1726），这个善用特务的阴险皇帝，在这年九月二十七日，写了一篇《御制古今图书集成序》，在这序里，他把陈梦雷三个字一脚踢开了，只字不提了，他写道：,002.《古今图书集成》研究.txt,90,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"政治,雍正序抹去陈梦雷,古今图书集成研究"
LAT071-014,读史指南,提取轮,待校对,政治,蒋廷锡奉命掠美,雍正序里提到的蒋廷锡是江苏常熟人，是雍正贴身的人，这次被叫来“重加编校”，自然是一种“奉命掠美”的行为。雍正三年（1725）十二月二十七日，蒋廷锡等上表文，说“奉敕恭校圣祖仁皇帝钦定古今图书集成告竣”，也坦白承认是“校”，不是辑或编。蒋廷锡等在表文中又记述“校”的情形说：,002.《古今图书集成》研究.txt,96,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"政治,蒋廷锡奉命掠美,古今图书集成研究"
LAT071-015,读史指南,提取轮,待校对,知识,掠美者不配纂修之名,但是，就算这些“厘定”与“增删”是确实的，雍正皇帝跟蒋廷锡等这些掠美者也不配拥纂修之名。因为《古今图书集成》原书有一万卷，掠美者充其量不过“厘定三千余卷”：原书有一亿四千四百万字，掠美者充其量不过“增删数十万言”。两者比起来，掠美者之“功”，实在有限。,002.《古今图书集成》研究.txt,99,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"知识,掠美者不配纂修之名,古今图书集成研究"
LAT071-016,读史指南,提取轮,待校对,方法,校订不是原编纂,万国鼎又根据雍正皇帝的序和蒋廷锡等的表，证明“廷锡系校订之人，绝非原编纂者明矣。”这是很简明的考证。,002.《古今图书集成》研究.txt,102,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"方法,校订不是原编纂,古今图书集成研究"
LAT071-017,读史指南,提取轮,待校对,政治,除名是权力掠夺成果,关于梁章钜这段文字的措辞，显然的，他不敢违忤清朝政府。在他们眼中，陈梦雷当然是一个蒙羞而死的叛徒。但是凡读过雍正上谕的人，都会明白的看出，这部书在康熙去世之前就已经完成，不仅原稿已经完成待印，就是字模也做好了。然而我们无法确知印书的工作是否已经开始。但我们很容易了解，雍正皇帝之所以及早除去陈梦雷，其目的在使他的仇敌的姓名不得流传后世，同时跟康熙时代最有价值的巨著所关联。他的目的在当时虽然达到了，但值得注意的是，迟至1845年，关于这部书的编者实际上是陈梦雷的传说依然存在。现在需要几个替身去正式宣布这件工作的完成了，于是蒋廷锡便被任命为新的编辑。蒋廷锡是一个在学术和政治方面颇有声名的人物，年轻时以长于作诗和善画花卉闻名。上谕中所称的“润色”（polish）工作就由他去执行。然而对于这部书内容方面的润色是很有限的，因为书中的章句全都本是逐字在原著中抄录。所以我们可以假定，他的主要职责是蒙蔽人们的视线，并且将时间一直延迟到1726年，那时已经拖延了相当长的一段时间，人们思想上的“错误”也已经被改正了，这部书才终于获准问世。,002.《古今图书集成》研究.txt,107,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"政治,除名是权力掠夺成果,古今图书集成研究"
LAT071-018,读史指南,提取轮,待校对,知识,铜活字集成是印刷大业,所以，康熙年间的铜活字古今图书集成，可说是中国铜刻活字印刷史上空前绝后的大事业，与后来的木刻活字聚珍版丛书，同是中国活字印刷史上的双璧。正如《中华文化集成》首辑第五册《版刻》所说的：,002.《古今图书集成》研究.txt,125,《大李敖全集6.0》分章节/009.历史文化类/002.读史指南/002.《古今图书集成》研究.txt,"知识,铜活字集成是印刷大业,古今图书集成研究"
