id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT102-001,孙逸仙和中国西化医学,提取轮,待校对,文化,狭窄民族史会缩小中国,中国的民族是一个大大大大的民族，我说它大大大大，显然的，是针对一些不明历史的人跟曲解民族主义的人说的。这种人，他们满口中国民族如何如何、中国民族的历史如何如何，其实他们完全不了解中国民族和它的历史是什么，他们井中癞蛤蟆的眼界，也完全不能统观中国民族的庞大性质，他们只是运用他们的无知、狭窄和小气派，把中国民族和它的历史局限在“黄帝子孙”的一脉早已混同的香火上，或是“长城以内”的几条江河日下的流域里。这是非常可怜的自我陶醉！这就好比一个继承祖先遗产的人，完全不知道遗产的真价，把大好的土地往外推，却只抱住几块“北京人”的模型骨头来怪叫。这种傻子呆汉，才真正是中国民族的罪人！——他们只是一些小守财奴、小看家婆，而绝不是气派博大光被四表的人物。,001.新夷说（代序）.txt,3,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,民族史;中国;狭窄
LAT102-002,孙逸仙和中国西化医学,提取轮,待校对,文化,中国民族本来多源,在民族观点上短视的人们，他们不了解中国民族的多源性，他们只是从一部分老祖宗的狭窄眼睛里去“化外”其他中国民族，然后加以排斥或奚落。例如中国古书上说：“职方氏辨其邦国都鄙，四夷、八蛮、七闽、九貉、五戎、六狄之人民。”又说：“南方蛮闽、从虫；北方狄、从犬；东方貉、从豸；西方羌、从羊，此异种也！”这种举不胜举的短视言论，追究他们的原始，都是由于从狭小的地域观念所促成的。因为短视，所以一部分的“中国人”根本不晓得“中国之大”，他们只是从他们的小圈圈里、小地盘上，去向外敌视其他“中国人”，然后扣上“敌人”的帽子，加以打击。例如黄帝，这据说是中国历史上第一伟人，但是他讨伐蚩尤，在我这新派历史家的眼里，简直无异于一场军阀战争！黄帝与蚩尤本属于同一个族，黄帝在东边，蚩尤在西边，他们的活动范围，不会比今天的河南、山西两省来得大，蚩尤的文化水准甚至比黄帝还来得高，至少他们比黄帝先学会用铜器！结果双方乒乒乓乓，打起来了，打了七十一仗，主要的战场是在山西省的一个小县（解县，关公的老家）。这个小县就是古史上所说阪泉、涿鹿两个古战场的所在。后来的混账历史家把这两个小地方解释作在察哈尔省的涿鹿县（今属河北省——编注）西北，并且把这种解释放到中学教科书里，全是胡闹——黄帝和蚩尤，绝不会远跑到察哈尔省去打仗，他们才没那种本领，也没那种闲工夫，他们只是局限在山西的这个小县打来打去，并且目的也很单纯——没有“救国救民”、没有“吊民伐罪”。目的只不过在抢女人太太们开门的第四件事——盐。只为了山西解县附近，有一个“盐池”！,001.新夷说（代序）.txt,6,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,民族;多源;历史
LAT102-003,孙逸仙和中国西化医学,提取轮,待校对,文化,把边疆民族排除在中国之外是短视,就刘恕《通鉴外纪》根据皇甫谧《帝王世纪》的说法，我们推算出来的黄帝时代是公元前2694年，也就是距离今天四千六百七十五年，也就是号称的中华五千年。我们回溯这五千年的历史，回溯到五千年前，回溯来回溯去，若是回溯的范围只限于河南、山西等地方，而置其他“中原以外”的地方于不问，或一律以蛮夷羌貉视之，这种做法，不是看小中国和中国民族，又是什么呢？当时住在河南、山西等地的，固然是中国民族，但是在这些“中原地区”以外的，又何尝不是中国民族呢？这些在中原人士眼中是东夷的、是荆吴的、是百越的、是东胡的、是肃慎的、是匈奴的、是突厥的、是蒙古的、是氐羌的、是吐蕃的、是苗傜的、是罗罗缅甸的、是僰掸的，乃至西域系统的白种中国人、三国的黝歙短人、唐朝的昆仑奴等黑种中国人，又何尝不统统是中国民族呢？从这种角度来看——从这种科学的、博大的角度来看，我们不得不说，中国民族的历史，打来打去，还不脱是同族相残的历史，这种历史中所谓的“东逐东夷”也好、“西伐匈奴”也罢，乃至南征北讨，“多事四夷”，赶来杀去，所赶杀的对象，竟不是真的什么“洋鬼子”，而是道道地地的中国人！,001.新夷说（代序）.txt,8,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,边疆民族;中国;短视
LAT102-004,孙逸仙和中国西化医学,提取轮,待校对,政治,传统民族英雄也可能残杀同族,奇怪的是，许多因赶杀自己民族的人，他们居然在历史上和社会上被称为“民族英雄”，这真是笑话笑说。在毛泽东之流眼中的“民族英雄”，所谓“略输文采”的“秦皇汉武”等等，就我李敖等新派史学家看来，完全是残杀同族的流氓，根本不是什么“民族英雄”。读过我们本家李华《吊古战场文》的，必然会记得那描写所谓“秦汉武功”的句子，那些“秦起长城，竟海为关，荼毒生灵，万里朱殷”的悲惨，和“汉击匈奴，虽得阴山，枕骸遍野，功不补患”的结算，如今我们思念起来，感想又是什么呢？我们不得不认定，从“中华民族的始祖”——黄帝以下，所谓“秦皇汉武”也好、“唐宗宋祖”也罢，他们的许许多多“丰功伟业”——尤其是号称打击“异族”统一中夏的“丰功伟业”，统统值得我们怀疑！五千年的中华史上，除了1840年鸦片战争英国鬼子首先打进我们的家门来以外，1840年以前，黄帝纪元公元前2694年以后，漫长的四千五百三十四年里，压根儿就没有什么所谓“异族”！更没有什么真正的夷狄蛮貊！——他们都是中国人！,001.新夷说（代序）.txt,10,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,民族英雄;同族;战争
LAT102-005,孙逸仙和中国西化医学,提取轮,待校对,方法,异族标准会随历史变化,真的，他们都是中国人！小心眼老祖宗们所谓的“异族”，都是瞎扯淡！并且“异族”的范畴和定义，也因扯淡的扯法不同而一改再改。在当年陕西周朝的眼光中，山东殷朝之后的孔夫子，就是道道地地的“异族”；可是曾几何时，“殷周”不分了，变成一家子人了，而周朝的晚期，山东帮和陕西帮，又把湖北帮看成“异族”，所谓荆楚之地，乃蛮貉之区，于是屈原又变成了“异族”；可是又曾几何时，湖北人也挤到山东、陕西人的屁股底下，也不是“异族”了；于是又手拉手起来，向南发展，把四川、贵州人看成“异族”，所谓“夜郎自大”等挖苦话，就是骂西南人的。但是在又一阵子的物换星移以后，西南人也同样甩下了夷狄的帽子，以过来人的姿态，把这顶帽子，反身一长“绣”，落在尼泊尔人的头顶上。,001.新夷说（代序）.txt,11,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,异族;标准;历史
LAT102-006,孙逸仙和中国西化医学,提取轮,待校对,文化,中国传统误用种族驱逐,所以，在中国的历史上，除了汉朝的娄敬（刘敬）以外，大都对所谓“夷狄”，都误用了“民族”方面驱逐、“文化”方面招降的方法，结果总是没有起色。但是不管有没有起色，中国人反正人人都会说“严夷夏之防”。“防”的结果，甚至清朝晚期派出去的留学生，都明令不准与“洋婆子”通婚——这就是我所说的“种族”驱逐、“文化”招降主义！,001.新夷说（代序）.txt,20,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,种族;驱逐;文化
LAT102-007,孙逸仙和中国西化医学,提取轮,待校对,文化,博大民族常有狭窄族群观,以这样伟大的中国民族，在“民族”方面的观念与表现，竟是如此褊狭、如此小气派，这实在是很可惊异的事，是很跟那“文化”方面的混沌敦厚不相称的事。我们不得不表示遗憾。并且对那些被“遣送”回去的“洋婆子”——从薛平贵的“代战公主”到施显谋的“丹妮尔”，都该表示最大的歉意。,001.新夷说（代序）.txt,21,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,民族;族群观;狭窄
LAT102-008,孙逸仙和中国西化医学,提取轮,待校对,政治,推翻满清不等于实现民族主义,但是，所谓“种族目的，完全已达”，并不意味着“真正的民族主义”的“完全已达”。可惜这一点重要的分际，当时（包括今天）的极大多数中国人，并不了解。孙中山在民国八年（1919）手写本《三民主义》中，曾对这一现象深为叹气，他说：,001.新夷说（代序）.txt,32,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,满清;民族主义;革命
LAT102-009,孙逸仙和中国西化医学,提取轮,待校对,政治,真正民族主义容纳多族共同体,这才是孙中山“民族主义”的真精神！这种真精神，告诉了我们：真正的“民族主义”，并不是一个“民族”中的小歧异如汉满的互相排斥，也不是满御汉或汉御满，或是谁当家谁反抗谁，或是一个“民族”的“自尊自大”，乱说别人是“异族”“夷狄”之类。真正的“民族主义”和它的“积极目的”，乃是“如美利坚之合黑白数十种之人民，而冶成一世界之冠之美利坚民族主义”！,001.新夷说（代序）.txt,36,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,民族主义;多族;共同体
LAT102-010,孙逸仙和中国西化医学,提取轮,待校对,政治,狭隘民族主义会滑向种族排斥,看呀！朋友们！皮肤颜色有严重黑白之分的，在孙中山的开阔胸襟里，都不当是一回事！何况是同一黄色皮肤下的汉满蒙回藏呢？孙中山这种胸襟，已不是狭隘的帮会主义者所能了解，也不是一般“文化沙文主义”的中国人所能了解，他们只会闭着眼睛瞎猜，乱说“民族主义”是这样是那样，结果呢？他们口中笔下的“民族主义”，不但不是孙中山的“民族主义”，也不是任何学理上的“民族主义”，而是道道地地的希特勒式的“民族优越”“排‘犹’（此字可代换）主义”，或是中国老夫子们的“狭隘民族观”“左衽恐惧症”！,001.新夷说（代序）.txt,37,《大李敖全集6.0》分章节\012.人物研究类\004.孙逸仙和中国西化医学\001.新夷说（代序）.txt,民族主义;种族排斥;希特勒
