id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT016-001,教育与脸谱,提取轮,待校对,知识,教授失去五四气象,我的答复是这样的：中国大学教授们不是没有像韩国那些教授那样生气勃勃、勇气十足的情况，可惜那是四十多年前的事了，那是五四时代教授们的气象。现在不行了，现在他们老的老了，死的死了，堕落的堕落了。沦陷在大陆上的许多第一流的教授都被迫在“思想改造”下苦斗；而到台湾来的一些教授，大都是“二流货”和不入流的，他们在台湾岛上，十足表现出“没办法”和“无能”的丑态，这是不难想象的，他们只是把持住现状而已，根本谈不上什么进步与朝气了。,《教育与脸谱》序幕.txt,4,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/《教育与脸谱》序幕.txt,"大学教授,五四,活力"
LAT016-002,教育与脸谱,提取轮,待校对,政治,老教授把持现状,沈刚伯不可原谅的，毋宁说是他身居茅坑高位，却不拉屎一点上。这是败坏中国学术与学风的真正罪恶，这种罪恶比他有负于朱光潜要大得多，这是我们不能忍耐的现象。,《教育与脸谱》序幕.txt,11,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/《教育与脸谱》序幕.txt,"老教授,把持,学风"
LAT016-003,教育与脸谱,提取轮,待校对,写作,文字惩罚可以拆穿把戏,这种不能忍耐的最后爆发，对我个人而言，发生在我跟两位美国佬谈话后六个月，我宁肯牺牲掉我在台大文学院历史研究所的学籍（还差半年，就可得硕士学位），不管三七二十一，终于“发难”。我炮轰这个文学院和“沈刚伯型”的老教授，使他们受到文字上最厉害的惩罚，使他们多少要假装有点“赧颜为人师”的惭愧。当然了，这个学院的领导人在内外两方面都受害较烈，对内而言，他的把戏被拆穿了、劣迹被昭彰了、学者“风度”被炸掉了，对外方面，他由“孔孟学会”的元配“理事”一降而为候补“监事”，只好再重新建筑脸皮的厚度，追随自己贪财却叫别人节约的王云五，去领“嘉新讲座”每月六千元的津贴去了！,《教育与脸谱》序幕.txt,12,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/《教育与脸谱》序幕.txt,"文字,批评,脸皮"
LAT016-004,教育与脸谱,提取轮,待校对,知识,教授证不能保障终身不研究,美国的教授们一年到头忙着筹写paper，如果有一段期间在自己所教那一行的专门出版物上没有几篇叫座的东西发表，慢说声语，连教授的位置都受动摇。但我们的学术教育界呢？对若干人而言，一张经过审定的教授证书，一本够念一年的讲义，足可带给你一辈子生活的保障，甚至可以保障你有充分的时间去搓麻将。,001.高等教育的一面怪现状.txt,3,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/001.高等教育的一面怪现状.txt,"教授,论文,保障"
LAT016-005,教育与脸谱,提取轮,待校对,知识,老教授四病是不研究不让贤,由此可见：寿比南山、不研究、不让贤、也不发表论文，是绝大多数老教授的四大特征，除了这四大特征外，还有两大流行症，就是“分赃”和“意淫”。,001.高等教育的一面怪现状.txt,29,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/001.高等教育的一面怪现状.txt,"老教授,研究,让贤"
LAT016-006,教育与脸谱,提取轮,待校对,政治,学术津贴会变成派系分赃,先说“分赃”。台大文学院中的教授有的吃香，红得发紫；有的却被打入冷宫，备受排挤。这种分野，大都并不是因为教授学问的优劣，而是一种派系倾轧的结果。谁都知道教授们光凭教授的本薪维生有点清苦，为了帮助教授们安定生活，促进研究，就从外面来了许多“津贴”，比如长期发展科学委员会、东亚学术研究计划委员会、亚洲协会、洛氏基金会、哈佛燕京社，及与华盛顿、斯坦福等大学合作等等，都是教授们“外快”的来源。在这种滚滚而来的财源下，主事者自然就表现出远近亲疏利害等差别了。凡是派系圈中的学人，除政府的本薪以外，他们可以在各种名目下分摊到许多津贴，有的每月拿亚洲基金的三千元，有的每月拿长期发展科学委员会的三千元，有的拿两千四，有的拿两千，有的拿一千，有的在学校外面拿的种类和数目相当多了，不好再多拿，于是就锦上添花的拿几百元（例如中文系的孔夫子七十七代重孙子）。这些补助，对某些还肯研究的学人说来，就算偏心给了他，也算过得去。最可笑的是某些学人，老朽得简直不成样子，可是照样分钱，照样旧货大甩卖，这是毫无道理的“学界分赃”制度！更怪的是某些系主任，每学期只呈报一次名单，他就每月照领三千元的额外补助，请看这是何等腐化！何等不合理的！有的教授在外来基金的援助下可“指导”研究生，“指导”一名就每月多拿一千元，“指导”三名就多拿三千元，而被“指导”的呢？从黑夜到天明，矻矻不休，只能分到“指导”人的十五分之一——两百元！这两百元，还要是得宠的学生才分得到，不听话的，一分钱也不给！相对的，财源茂盛的老教授们却财不厌多，他们拼命捞钱，公然兼差，公然找外快，朋分外快，有的还趁休假之便，不多多研究，反倒做起洋基金会的执行秘书来，每月多赚台币一万元，乖乖！,001.高等教育的一面怪现状.txt,30,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/001.高等教育的一面怪现状.txt,"津贴,派系,学术"
LAT016-007,教育与脸谱,提取轮,待校对,方法,人和事不能分开批评,我这篇文章由统计图表开始，算来算去，竟从制度算到人事上面，最后涉及到人事的头儿沈刚伯，这是很痛心的事。我只好静候浅人们骂我“人身攻击”。我要干脆说明我实在分不清“对事不对人”的玄理。就沈刚伯和文学院的情况而言，“人”与“事”根本是分不开的，其人存则政不举，任何稍知文学院情况的人，都可以看到这个学院在沈刚伯十四年来的阴沉领导下，已经腐败到什么地步。文学院的松懈、敷衍、残破、寒伧，早已使别的学院看不起（就如同毕业典礼上，别的学院院长都穿博士礼服，而沈刚伯一人却没资格穿一样）。这一切恶果，沈刚伯不能辞其咎。沈刚伯慵懒成性，游学无根，完全不足为文学院的表率，完全是个误人误事的老人。这个老人在学问上除了对希腊史、罗马史稍加涉猎外，其他表现则为才子派，有许多是信口乱道、信笔乱写的。此公此才，对初出茅庐的大一学生，可以开开茅塞，可是一个学期足够了，再听就是浪费青春，因为“沈郎之才，技仅此耳”！三十多年来，沈刚伯在学术著作上是一片空白，唯一可举的是目前中学生用的所谓“标准本”外国史，其中大部分还是抄别人的。此外就是一些乱七八糟的杂文，其中有的清新可喜、有的滥套可厌。不过这都不能代表学术研究（写杂文，是三流writer干的事、“文化太保”干的事；scholar要拿出学院派的论文出来才行）。在外国，从来没有一个拿不出学术著作的人可以尸居大专院长的，也从来没有不能陆续有新著问世而能稳坐宝座的（早被撵下来了！），可是沈刚伯却一坐十四年，丝毫没有明显的长进和改变，也丝毫不觉得脸红。这真是败坏中国学风的真正罪人！,001.高等教育的一面怪现状.txt,46,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/001.高等教育的一面怪现状.txt,"人事,制度,批评"
LAT016-008,教育与脸谱,提取轮,待校对,政治,教育掌权者该主动让位,缺乏“太学祭酒”风骨的钱思亮用人不当，罪加一等，必要时，他该表现同进退，跟沈刚伯一起下台。他们把持得太久了！该换换新人了！,001.高等教育的一面怪现状.txt,48,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/001.高等教育的一面怪现状.txt,"掌权,新人,教育"
LAT016-009,教育与脸谱,提取轮,待校对,知识,教育革新是政治革新的条件,我们天天盼望政治的革新，殊不知政治革新的条件必须有赖于教育的革新。从短视的眼光看，似乎是政治影响教育；可是从长远的眼光看、从“十年树木，百年树人”的眼光看，却是教育影响政治。“革命之成功，必有赖于思想之变化”，只有教育才能使思想变化，主持教育的人，自己若不先思想变化，只是敷衍守成，盘踞不去，摆不出新气象，国家如何能有希望？,001.高等教育的一面怪现状.txt,50,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/001.高等教育的一面怪现状.txt,"教育革新,思想变化,政治"
LAT016-010,教育与脸谱,提取轮,待校对,法权,教育界也需要制衡考核,我们教育情况的最大缺憾，是缺乏一个强而有力的制衡或考核的力量，这个力量不论是属于机构、法条或舆论，都是不够的。对教育界的黑暗腐化，没有人去“扒粪”——经常的“扒粪”，自然就形成了僵化的局面、自然就形成了高枕无忧的局面。大家都以为教育界是既“清”又“高”的，“清高”到不可能腐败的程度，所以人人都不去注意它，人人以为教育在这批“年高德劭”的手里一定没问题，殊不知这真是天大的错觉！,001.高等教育的一面怪现状.txt,51,《大李敖全集6.0》分章节/003.惊世杂文类/001.教育与脸谱/001.高等教育的一面怪现状.txt,"教育界,制衡,考核"
