id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords,proofread_from
LAT010-001,传统下的再白,校对轮,已校对,文化,爱情生活是现代化落后一环,现代化的爱情在哪儿？这一代的中国人知道的并不多，他们虽然也风闻什么自由恋爱，也爱得死去活来，但是，他们的想法太陈旧了、做法太古典了，在现代化的链锁上，他们的爱情生活可说是最落伍的一环。有多少次，我忍不住叹气说：“太多的中国人不懂得爱情！”,001.现代化的爱情——一个导论.txt,3,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\001.现代化的爱情——一个导论.txt,"爱情,现代化,落伍",LAT010-001
LAT010-002,传统下的再白,校对轮,已校对,文化,泛道德主义封锁男女之事,在“泛道德主义”的迷漫下，中国人个个都变成了道德迷，直迷到不近人情的程度，令人发指的程度。谁都不敢研究男女间事，谁研究谁就不是好东西，就要被摒于圣人的门墙之外，死了以后，也分不到孔庙里的冷猪肉吃！,001.现代化的爱情——一个导论.txt,9,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\001.现代化的爱情——一个导论.txt,"泛道德主义,男女,禁忌",LAT010-003
LAT010-003,传统下的再白,校对轮,已校对,人格,道德脸孔造成双重人格,不了解中国历史背景的人，很难想像朱彝尊这种勇气有多么大！因为在泛道德主义的浸蚀下，中国人很少不是双重人格。换句话说，中国人至少有两副以上的脸孔来应付人间世：一副是圣人的脸孔，一副是下里巴人的脸孔，前者用来说教，撑门面；后者用来发泄，调剂说大道理后的紧张情绪。,001.现代化的爱情——一个导论.txt,12,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\001.现代化的爱情——一个导论.txt,"泛道德主义,双重人格,说教",LAT010-004
LAT010-004,传统下的再白,校对轮,已校对,文化,真情被迫转入地下,这些事实都说明了一点，在泛道德主义的虎视下，中国人的正常爱情生活都被扼杀了，大家在爱情生活上，都变成了胆小鬼，戴上了面具，转入了地下，大家谁也不敢表露真情，大家只会暗通款曲，私恋尼姑，呕血葬花，非法出精。……换句话说，在中国历史上看不到多少正常的爱情活动，见到的只是一片变态、一片自我陷溺（self-absorption）、一片假惺惺！,001.现代化的爱情——一个导论.txt,14,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\001.现代化的爱情——一个导论.txt,"爱情,真情,面具",LAT010-005
LAT010-005,传统下的再白,校对轮,已校对,文化,爱情现代化要全盘学,身为一个悲剧的演员，我尝试提供一些改进的意见，这些意见不敢说是苦海慈航，但至少是一种爱河引渡，尤其面对现代化的爱情的彼岸，我为青年朋友描绘了一张蓝图，告诉他们目前这种中西合璧式的“爱情”是畸形的，不伦不类的，不合乎现代标准的，应该全盘向人家学的。——只有这样清醒的认识，我们才能把悲剧变为喜剧，把苦闷翻成笑脸，把感情的蚌壳张开放大。只有这样，我们才不辜负了我们的青春，才知道真正的圣人不是道貌岸然（毛加几和毛加巴）不举的柳下惠，而是那情话绵绵的罗蜜欧！,001.现代化的爱情——一个导论.txt,17,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\001.现代化的爱情——一个导论.txt,"爱情,现代化,全盘学习",LAT010-007
LAT010-006,传统下的再白,校对轮,已校对,法权,查禁要先一视同仁,紧急按语：卫道之士一看到最后一段，一定勃然而起，大骂李敖居然把“（毛加几和毛加巴）”两字形诸文字！其实卫道之士别光火，请先翻翻你们所不反对的《红楼梦》第二十八回，看看薛幡那句“女儿乐，一根（毛加几和毛加巴）往里戳”的话。若要查禁，先去查禁《红楼梦》，再来查禁我李敖的文章不迟！,001.现代化的爱情——一个导论.txt,19,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\001.现代化的爱情——一个导论.txt,"查禁,红楼梦,卫道",LAT010-008
LAT010-007,传统下的再白,校对轮,已校对,文化,女生入北大突破旧礼,中国的女孩子上男女同校的大学，不过才三十八年的历史，几千年来，她们一直在被压迫的地位，受尽了男人的气，但是时代毕竟是会变的，1920年的二月里，北京大学招收了两名女生，当时大家惊为创举，在主张“男女不杂坐”（曲礼）的文明古国里，这不能不说是一件划时代又破天荒的大事！女人地位的提高，至此可算是登峰造极了！,002.女人三论.txt,3,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\002.女人三论.txt,"女性,北大,男女不杂坐",LAT010-009
LAT010-008,传统下的再白,校对轮,已校对,文化,历史包袱压住女性苏醒,但是历史的包袱毕竟是一个大阻力，几千年男尊女卑的传统，女诫女训妇道妇容的桎梏，使我们这些“世界上最美的女性”（胡适语）多少还不能完全苏醒过来、活泼起来，她们多少还有点“小气”的作风，比如说：,002.女人三论.txt,4,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\002.女人三论.txt,"女性,男尊女卑,历史包袱",LAT010-010
LAT010-009,传统下的再白,校对轮,已校对,政治,入党也是一种信教,对极正派和极右派的政党而言，“入党”是一种迷信的宗教仪式，所以入党云云，应该比照“信教”，改为“信党”。,004.灵感零捉.txt,11,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\004.灵感零捉.txt,"入党,信党,政党",LAT010-014
LAT010-010,传统下的再白,校对轮,已校对,方法,罗织学逼出避祸学,在彼方工于“罗织学”时，我方不可不精通“避祸学”。,004.灵感零捉.txt,15,《大李敖全集6.0》分章节\002.精品散文类\002.传统下的再白\004.灵感零捉.txt,"罗织学,避祸学,方法",LAT010-015
