id,source_id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT144-001,LAT144-001,李敖放刁集,校对轮,已校对,人格,难缠性格可以成为追究司法的行动资源,《红楼梦》有道是“独是这里的人很刁”，刁者，难缠也。放刁者，施出难缠性格也。《李敖放刁集》者，李敖施出难缠性格的部分文献也。本书收有我在控台中市政府案、控《秋海棠》杂志案、控“自立晚报”案、侮辱孙中山遗像案、控“中央研究院院长所长”案、控“故宫博物院”院长案、控东森电视台案等部分文献，虽然案系被告，但审案的司法人员也在劫难逃。放刁如此，真可谓千古独刁矣，有是哉！,《李敖放刁集》小引.txt,2,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\《李敖放刁集》小引.txt,难缠;司法;放刁
LAT144-002,LAT144-003,李敖放刁集,校对轮,已校对,法权,假行政处分侵害私权仍可提起民事诉讼,按“以私人资格假行政处分为侵权手段者，受害人得请求回复原状，赔偿损害”，前经大理院四年上字第1023号著有判例可循。又“凡以私人资格假行政官厅之处分为侵权行为之手段者，被害人得对于加害人向司法衙门提起民事诉讼”，亦经大理院五年统字第480号解释甚明。查被告所属公务员不法侵害原告所有依法得以持有书籍之权利，自应负损害赔偿之责任。又被告所属公务员于执行职务行使公权力时，明知对原告并无行政处分之公文书，竟滥用权力，擅自扣押书籍，显系故意不法侵害原告之权利，依《国家赔偿法》第2条第2项上段规定，亦应由被告负损害赔偿之责任。本件原告于1987年7月3日以书面向被告请求损害赔偿，被告于同日收受该请求，有原告提出之损害赔偿请求书及收件回执均影本各一件附卷足凭，且为被告所自认。是原告提出请求之1987年7月3日起至1987年12月5日原告提起本件诉讼已逾五个月，被告仍不开始协议，原告自得依《国家赔偿法》第11条第1项规定径对之提起损害赔偿之诉。被告所谓不得依民事诉讼程序云云，显系不知行政处分仅能有其固定对象而不能及于仅属书籍持有人之张桂贞，亦不知大理院五年统字第480号解释及《国家赔偿法》规定，其所辩解，显属瞒天过海。,001.驳台中市政府.txt,10,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\001.驳台中市政府.txt,行政处分;私权;民事诉讼
LAT144-003,LAT144-004,李敖放刁集,校对轮,已校对,方法,亲属关系不能代替财产归属证据,按：（一）张桂贞与李敖虽为母子关系，然李敖自1985年8月11日起即设籍台北市信义路4段1号胡学古户内；张桂贞自1978年7月19日起即设籍台中市双十路2段1-4号，自为户长，从无李敖或他人迁入，均有户口名簿影本三件附卷可证，岂能空言推论情为母子即财产无别？（二）讼争书籍并非“均为李敖所著作”，其中百分之六十（八千九百六十三册）均非李敖专著，被告辩解，显属不实，且见其无知。（三）所谓按一般经验法则断无收藏一家著作数量达千百册之多之说，益见被告之孤陋寡闻。按古今藏书家法则（非一般经验法则），例以奇货可居为乐，其嗜一家或数家之书，且为之藏诸名山者，亦代有其人，被告苟对书史及藏书家传记略有所知，即不会出此无知之怪论为辩也。（四）所谓以纸箱装藏之形态而观即可见系供出售或散布之用之说，更见被告之浑然无识。按今日外双溪故宫博物院收藏之名山之作，无不以装箱之形态处理，若照被告所巧辩，则中华国宝皆在“供出售或散布之用”矣，其不通也，不值一驳。,001.驳台中市政府.txt,14,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\001.驳台中市政府.txt,亲属关系;财产;证据
LAT144-004,LAT144-006,李敖放刁集,校对轮,已校对,法权,出版管制处分不得扩张至发行人以外,按：（一）《台湾地区戒严时期出版物管制办法》第3条第6款规定：“出版物不得有淆乱视听，足以影响民心士气或危害社会治安者”，同办法第8条规定：“出版物有本办法第2条或第3条之情事者，对其出版发行人应依有关法令予以处分，并扣押其出版物。”乃专责该出版物“出版发行人”之规定，故出版之出版物有淆乱视听，足以影响民心士气或危害社会治安者，对该出版物“出版发行人”应依有关法令予以处分，并扣押出版发行人持有之出版物。扣押处分对象系以“出版发行人”为限甚明。原告既非“出版发行人”，原告住所处亦非“出版发行人”住所，有原告提出之版权页影本二十三件及户口名簿影本三件附卷可证，是原告主张书籍非“出版发行人”所持有，不得扣押等理由，至为明确。（二）复按《出版法》第39条规定：“出版品有下列情形之一者，得禁止其出售及散布，必要时并得以扣押。”乃专指扣押情况限于“出售及散布”而言，原告既无“出售及散布”之事实，又何能擅予扣押？由此可见，被告所辩，全系曲解《出版物管制办法》第8条及《出版法》第39条，细核原条文，所辩即穿帮矣！,001.驳台中市政府.txt,22,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\001.驳台中市政府.txt,出版管制;发行人;扩张处分
LAT144-005,LAT144-007,李敖放刁集,校对轮,已校对,法权,行政搜索扣押也须遵守具体法定程序,按戒严地区内，对于建筑物、船舶及认为情形可疑之住宅，固得施行检查，《戒严法》第11条第8款定有明文，然被告机关之承办人员取缔原告所持有书籍，对原告住所处施行检查，并对之扣押，依台湾警备司令部订立台湾地区省市县（市）文化工作处理要点事项规定第三点（二）依据《出版法》《台湾地区戒严时期出版物管制办法》及有关法令取缔辖区内容不妥之各种出版物品，有该司令部六九隆彻字第4776号修订上开处理要点事项影本一件附卷可按，其扣押书籍仍应准用有关法令办理，依《出版法施行细则》第27条规定，应以书面为之。本件被告机关承办人员于1987年6月21日扣押书籍时，并无搜索票，亦无任何公文书等情，有证人陈松碧到庭结证属实。则擅加扣押，自有过失不法侵害原告权利情事，原告因此亦受有损害，依《国家赔偿法》第2条第1项、第9条第1项之规定，被告就原告所受之损害，自负有赔偿之责任。原告所辩已“践行法定程序”，全属不实之言。,001.驳台中市政府.txt,26,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\001.驳台中市政府.txt,行政搜索;扣押;法定程序
LAT144-006,LAT144-009,李敖放刁集,校对轮,已校对,人格,自己诉诸法律也应接受他人依法追究,张子源是学法律的，他能循法律途径保护他自己，是好的；但是，他做市长期间，是否蓄意在戒严期间，将别人作为祭品以希旨承风于国民党，也是别人要追究的，别人在忍无可忍之下，也对他提出控告。,002.张桂贞控告张子源.txt,3,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\002.张桂贞控告张子源.txt,诉讼;责任;一致性
LAT144-007,LAT144-010,李敖放刁集,校对轮,已校对,法权,行政函令不得凌驾法律,不料张子源上诉后，台湾高等法院台中分院法官翁其荣、徐元庆、陈成泉竟违背法令，在判决书里，居然弄错法律位阶，把行政院新闻局69.12.17.瑜版四字第17050号函优于法律，并把其中“私人车辆、办公及投宿场所”扩张解释，认为私人住宅也包含在内！试问人对自己的家，叫“投宿”吗？证人邻里长，明明在地院结证他没看到搜索票，也没看到公文书，三法官却还认为不够明确，而要再传他，直到笔录中写下：“公文有无拿给我看，我忘记了。”才认为功德圆满。三法官舍初次明确之证词不采，反采信第二次含糊之证词，开脱官署，这是什么证据法则呢？按证据法则，案重初供，证重初证，这是常识啊！三法官又说《台湾地区戒严时期出版物管制办法》第8条“扣押其出版物”中“其”字应做“出版物”名词解释，但“其”字明明是文法上的代名词，如照名词解释，则变成“扣押出版物出版物”了，这通吗？可见三法官“名词”“代名词”都分不清、也不懂中文中“投宿”的意义，国文程度都如此超越前进，法律素养自然更可想而知矣！,002.张桂贞控告张子源.txt,5,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\002.张桂贞控告张子源.txt,行政函令;法律位阶;私人住宅
LAT144-008,LAT144-011,李敖放刁集,校对轮,已校对,法权,法定主管机关不得把责任推给协办机关,张子源把责任朝其他衙门推，其实，只要一查下面两条法律，就知道再推也没用：第一、《出版法》第7条明定：“本法称主管官署者，在中央为行政院新闻局，在地方为省（市）政府及县（市）政府。”如今张子源既然根据该法第39条为扣押之处分，并明列此一条文于五纸收据之上，又加盖台中市政府大印，何能规避其为主管官署的责任，自谓不适格？张子源的法律是怎么学的？第二、《国家赔偿法施行细则》第18条明定：“数机关均应负损害赔偿责任时，请求权人得对赔偿义务机关中之一机关，或数机关，或其全体，同时或先后，请求全部或一部之损害赔偿。”张子源再赖，也赖不掉台中市政府大印盖在收据上的事实，所以，纵然咬出别的机关来，“数机关均应负损害赔偿责任”中，也少不了他的，法律规定已明确如此，还赖个什么？张子源的法律是怎么学的？,002.张桂贞控告张子源.txt,9,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\002.张桂贞控告张子源.txt,主管机关;赔偿责任;协办机关
LAT144-009,LAT144-012,李敖放刁集,校对轮,已校对,法权,自由可以从一个司法缺口开始突破,这一案子，是中国争取出版自由、言论自由史上的重大案子，虽然它只敲开一个缺口，但是，柏林围墙也是从敲开一个缺口开始的。,003.驳斥台中市长林柏榕.txt,2,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\003.驳斥台中市长林柏榕.txt,自由;司法判决;突破
LAT144-010,LAT144-014,李敖放刁集,校对轮,已校对,方法,法律名词不能被偷换成所有格代名词,可见两条条文指的，都是“出版物”。“出版物”三个字，是道道地地的“名词”无疑。但“其”字，在文法上，却是“代名词”，并且是“所有格代名词”。高名凯教授《汉语语法论》第303页明说“其”字“用在所有格上，有现代口语‘他的’的意思”，第2条第3条中“作品”及“出版物”既然是“名词”，又如何能跟“其”字这“所有格代名词”相当？《台湾地区戒严时期出版物管制办法》第8条的原文是：,003.驳斥台中市长林柏榕.txt,14,《大李敖全集6.0》分章节\015.雷霆法律类\004.李敖放刁集\003.驳斥台中市长林柏榕.txt,法律文字;名词;代名词
