id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT106-001,郑南榕研究,提取轮,待校对,人格,知识分子的抱负在挽回狂澜,我常说，南榕是我的小弟、小兄弟、小老弟，因为他“追随”我最久，达二十一年之久。南榕活了四十二岁，其中一半时间，跟我有程度深浅的“追随”关系，这种关系，不是自以为是南榕的朋友所能赶过的，更不是他死后冒出来的大量知己、同志、使徒和送丧者所能企及的。我说这话，重点并不在我和南榕相识之久远在他人之上；而在我和南榕相知之深远在他人之上。也就正凭了这种生死交情，使我在生死线外，孤独的为南榕印了这本纪念之书，不以生死易他之志或我之志。这种心愿、这种离情、这种义气、这种我独来他独往，在举世滔滔众神默默的时代中，可算是一幕绝无仅有的生死恨。如今南榕演其死者而我扮其生者，死生亦大亦小，反不重要，重要的是，我们在因义受难受谤之际，对朝野狐鼠，不无所恨。我生平嫉恶如仇，南榕嫉恶之情，尤甚于我。如今南榕已去，我以文字衍义，纵人生常恨，也要使水常东，变乱流为主流。这种抱负，也正是中国“不识时务”知识分子“障百川而东之，回狂澜于既倒”的抱负，我和南榕，虽取舍有同异之别，但在精神方面，却是两人一致的。,《郑南榕研究》自序.txt,3,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\《郑南榕研究》自序.txt,知识分子;抱负;狂澜
LAT106-002,郑南榕研究,提取轮,待校对,法权,郑南榕的核心功绩是争取言论自由,在我和南榕携手“搞起杂志”的时候，我们争取的，是言论自由。这在南榕亲笔的创刊号，第一篇《言论自由第一优先》文中，已经宣示得十分明白。南榕虽然指出“在这个蔑视自由的小岛上，自由、百分之百的自由，从来没有过。李敖先生个人力争自由的成绩是第一名”，但在我看来，他在这方面的努力，却后来居上。我认为，南榕一生最大的功绩，是他在争取百分之百的言论自由上。至于后来从事争取组党的自由（他是台湾第一个以行动突破党禁的人，远在投机的民进党不敢组党前，他就加入了许信良的台湾民主党）、从事争取集会的自由、从事争取台独的自由……只不过都是在争取言论自由的大前提下衍生出来的。别有怀抱的人把南榕的功绩，定位在争取百分之百的言论自由之外，这是对南榕的一种政治性、宗教性的窄化与小化，是与史实不合的。基于我和南榕二十多年的从相识到共事，我想我最有资格说这种话。,《郑南榕研究》自序.txt,5,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\《郑南榕研究》自序.txt,郑南榕;言论自由;功绩
LAT106-003,郑南榕研究,提取轮,待校对,人格,为真实理念牺牲高于政治宗教解释,美国思想家孟肯（H. L. Mencken）说得好：“为理念去死，无疑是高贵的。但为真实的理念去死，那就更高贵了！”（To die for an idea：it is unquestionably noble. But how much nobler would it be if men died for ideas that were true.）我始终相信，南榕在为一种“真实的理念”而死，这种理念，既非政治的，也非宗教的，所以任何政治目的或宗教目的的解释，都窄化、小化了他。南榕其实为了更高贵的信仰而死，那种信仰，从政客到教棍是不理解的。我知南榕、我思南榕，特高其明而光其大，以责众生、以昭来者。是为序。,《郑南榕研究》自序.txt,6,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\《郑南榕研究》自序.txt,真实理念;牺牲;信仰
LAT106-004,郑南榕研究,提取轮,待校对,知识,知识狭窄会限制政治判断,□党外新生代可爱的地方并不多，不可爱的地方真不少。最大的不可爱是他们很狭窄，知识范围很狭窄，观点也很狭窄。他们普遍的特色是不太努力，尤其是在知识探讨方面。,001.党外·党内·性.txt,5,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\001.党外·党内·性.txt,知识范围;狭窄;政治判断
LAT106-005,郑南榕研究,提取轮,待校对,人格,政治青年不应现实小气,他们狭窄的部分，在政治上与人相处方面，非常现实、小气而生硬。我觉得年轻人应该热情、爽朗，可是现在很多新生代变得冰冷而现实。他们也很糊涂，我举个例子说明。譬如说，这次党外新生代，为了宋英讲了一段话，就捧宋英。宋英二十四年不讲话，对党外什么贡献都没有，只讲一次话他们就开始捧她。但他们却不捧这些整天整月、整年多年为党外讲话的战士，他们的是非标准可真怪。这些都是党外新生代不可爱的地方。因为不可爱的地方这么多，所以可爱的地方就相对减少了。,001.党外·党内·性.txt,6,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\001.党外·党内·性.txt,青年;现实;是非标准
LAT106-006,郑南榕研究,提取轮,待校对,人格,优异应是全面表现,当然新生代里头也许有特别优异的人，可是我还没看到。这不是说他们个人在某一方面不优异，而是说，我以比较严格的、全面性的标准来要求，才会有这种结论。我希望他们每一方面、各方面都优异，优异表现应该是面的表现，而不是点的表现、线的表现。,001.党外·党内·性.txt,7,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\001.党外·党内·性.txt,优异;全面;标准
LAT106-007,郑南榕研究,提取轮,待校对,文化,社会环境塑造青年,□这有两个原因。第一、社会教育太重要、社会环境太重要。一个青年人很难教他每一方面都抵抗整个社会环境。,001.党外·党内·性.txt,10,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\001.党外·党内·性.txt,社会教育;环境;青年
LAT106-008,郑南榕研究,提取轮,待校对,人格,合法抗议也须以身作则,因为国民党留下一个坏的环境、立下一个坏的榜样。年轻人又没有很好的前辈人物给他们很好的示范。我本人倒是很好的示范，可是他们并不接受。譬如说，我每天吃喝嫖赌全不来的。可是他们能接受吗？譬如说，我李敖为了抗议烟酒公卖，我就不抽烟了，我就不喝酒了。党外新生代能不能做到这点呢？我们大家全体不抽烟、不喝酒，国民党等于连公教人员薪水都发不出来。我们可以用完全合法的并且合理的方法，修理国民党，使国民党头痛得整天要吃散利痛。,001.党外·党内·性.txt,11,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\001.党外·党内·性.txt,抗议;以身作则;烟酒公卖
LAT106-009,郑南榕研究,提取轮,待校对,方法,抵制策略必须落实个人实践,我们可以大家不要办党外杂志，整天去公开宣传禁烟、禁酒，使国民党一点办法也没有。这是修理国民党更有效的办法，可是这需要以身作则，自己不抽烟、不喝酒，能做到这些吗？可是，我听说有些党外杂志平常开两桌麻将。以上我所说的，不是特指哪一个杂志社，也不是专骂哪一个，而是指出一个模式。,001.党外·党内·性.txt,12,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\001.党外·党内·性.txt,抵制;实践;合法方法
LAT106-010,郑南榕研究,提取轮,待校对,政治,仓促组党会制造内部独裁,□这个要看从哪个角度来看。组党对党外人士而言，会给目前党外巨头一个独裁的机会。说难听一点，变成是名分上的分赃制度，这对党外人士不好，因为一开始就“示天下以不广”。这些人对他们个人利害考虑过多，而目前我们看到的这些党外巨头，好像是没资格去组党的，我有这种感觉。,001.党外·党内·性.txt,15,《大李敖全集6.0》分章节\012.人物研究类\008.郑南榕研究\001.党外·党内·性.txt,组党;独裁;分赃
