id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT047-001,一个预备军官的日记,校对轮,已校对,法权,禁役权利,我虽然以老大自居，可是官方显然不承认，因为他们把我“开除军籍”了。我在1972年以叛乱罪被判十年，1975年又被改判八年半。按《兵役法》第5条：“凡曾判处七年以上有期徒刑者禁服兵役，称为禁役。”从此我就失掉服兵役的“义务”（美国说法）或权利（苏联说法）了！,007.《一个预备军官的日记》引言.txt,4,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/007.《一个预备军官的日记》引言.txt,"禁役,兵役法,法权"
LAT047-002,一个预备军官的日记,校对轮,已校对,人格,军中酵素,我在军中共待了一年半，一年半从戎投笔的生涯，在我生命里掺进了新的酵素。这种生涯使我在突然间远离了学院、远离了书卷、远离了跟民间脱节的一群。在军队生活里，我接触到中国民间质朴与纯真的一面，而这些质朴与纯真，在我出身的“高等学府”里，早已是教科书上的名词。因为不是国民党党员，我在野战部队中吃过一般预备军官不太容易吃到的苦，这些折磨，更凝固了我个人的思想与悍气。我能把自己锻炼成男子汉，一年半的军人生活，对我颇有帮助。写到这里，我真要感谢整我整得无微不至的国民党了！,007.《一个预备军官的日记》引言.txt,5,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/007.《一个预备军官的日记》引言.txt,"军队,锻炼,人格"
LAT047-003,一个预备军官的日记,校对轮,已校对,人格,军中磨炼,军中已十日，一直可说积极愉快，目前最心折的人是海明威，我买了一本何欣写的《海明威创作论》，读之颇快，我喜欢他那几次参加战斗，追求死的精神与勇迈，因此在军中生活，我的态度与看法殊迥异于一般人，我觉得这不是虚度日子，这是最好的一种磨炼与生活。因此我在这儿实在可说很愉快。我并非完全忘怀了过去，在休憩和疲惫之余，我也偶然想起往日的欢乐日子与忧郁的岁月，可是它们已经不能再给我什么——那至多只是一层云翳一般的梦幻，虚无的、黯淡的、不能震撼我的、瞬息就会过去的。……所以你对我“心情欠佳”的疑虑，实在是错误的，我实在已变得相当的有韧性、相当的强悍与乐天。对你来信言“自诩铁汉”乃自欺欺人或忘本一节，殊不敢苟同，因为不论你怎么说，我相信我还是朝着这条路上走的。南部六个月使你和彦增很少有“本质上的改变”（恕我这样武断），尽管你们整天抱着约翰克利斯朵夫，可是你们仍生活在“旧影子”里！,008.横槊集·1959年9月.txt,108,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/008.横槊集·1959年9月.txt,"军中,海明威,人格"
LAT047-004,一个预备军官的日记,校对轮,已校对,文化,迎接生活,一、上午赴七一四高地下侧挖防空洞，工作颇勤，维信言：“李敖可有灵感了。”左手三小指间为利草所伤，汗泥满身、满鞋。“大地之子”云乎哉？挖洞时忽然想起我的无数代前的老祖宗挖洞时的那副尊容，不禁失笑。写原野笔记，极爱自然，颇能较深的领味Walden作者的心情。尤其那一排细松路，最凉最幽最美。人多叫苦，殊不能迎接生活者也。精神极为振奋愉快。荷锄归时，默诵渊明之诗。,008.横槊集·1959年9月.txt,270,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/008.横槊集·1959年9月.txt,"劳动,自然,文化"
LAT047-005,一个预备军官的日记,校对轮,已校对,人格,豪爽不灭,二十、老方晨言老李这个人很够劲，风度很够，清泉言我槺慨，仁甦言我满豪爽。我认为，豪爽在任何的理智的训练下都是不能淘汰的东西。,008.横槊集·1959年9月.txt,312,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/008.横槊集·1959年9月.txt,"豪爽,理智,人格"
LAT047-006,一个预备军官的日记,校对轮,已校对,方法,时时用功,五、今夜阴历九月十五日，有晚会，唱歌舞蹈对口相声等等，皆不外打情骂俏低级趣味，虽然观众却多兴奋呼叫，我打手电写日记读书，队长怪而问之。双簧中的找妈与哭丧倒蛮好玩的。跳火圈及牙咬绳亦佳而难能。锡胤说我很用功，我实在该这样走路——时时刻刻用功。用五分钟的功，半小时的功，一天的功。,009.横槊集、插羽集·1959年10月.txt,409,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/009.横槊集、插羽集·1959年10月.txt,"用功,零碎时间,方法"
LAT047-007,一个预备军官的日记,校对轮,已校对,人格,行动做人,四十二天军营的生活与海明威的影响，使我颇想修正我的“零标尺”。多少年来，我只在书本上做人而未在行动上做人，历史系的书呆生活我愈来愈厌倦，我幸亏没考研究所，我现在才感到，那根本不是我去埋首的地方！我现在正努力听你的劝告——“找寻自己潜在的另一面！”希望不久能有点收获与结论。,009.横槊集、插羽集·1959年10月.txt,454,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/009.横槊集、插羽集·1959年10月.txt,"行动,书本,人格"
LAT047-008,一个预备军官的日记,校对轮,已校对,人格,力量敬重,四、瑞洲言我喊口令派头，为队上最勤勉的人，他在日记中记着学我。我要走哪条路，这是一个好判断，我要练习给人一种力量与敬重，练习不计小事，不因小事与人争，与人计较——像彦增那样肯吃亏。,009.横槊集、插羽集·1959年10月.txt,467,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/009.横槊集、插羽集·1959年10月.txt,"力量,敬重,人格"
LAT047-009,一个预备军官的日记,校对轮,已校对,文化,新式文人,陶潜是这种主义底下的高明的，刘伶是低级的（当然，我在这儿所指的旧式文人，是指“君子儒”而言，叔孙通以下等拍马的御用文人，自不在话下）。我当然不春秋责贤，要用今天的眼光苛责古人，我只是说，他们的人生态度消极有余，积极不足；深度差强，幅度不够。我总是傻想：“设使陶渊明屈就些，少自惜羽毛一些，跟敌人合作——像长乐老冯先生那样多叫几声‘老佛爷’，以他的地位，对当时的国计、民生，未尝不有小补，何必一定自己‘缪得固穷节’式地赍志讨饭以没呢？我当时若是檀道济，我想我可以说服他！以上所写是‘积极不足’一面，下面再说‘幅度不够’：我最近觉得对人世间残酷、无情、暴力等方面，多做广泛的了解与肤受，也是一件好事情，可惜旧式文人无此观念，歌颂战争与爱情对人生有深刻影响的Byron颇能就此着眼，可惜他忍受不了fever的侵袭，又是跛子，所以在协助希腊独立战争中演了一出‘身先死’的悲剧，Landor和Hemingway在这方面做得最好，尤其是后者，最能深刻的代表一个新式文人的生涯。旧式文人至多只能写一篇《吊古战场文》，可是新式文人却能写出The Naked and The Dead的佳构，这是旧时代与新时代的最大分野！新时代的文人信奉的是‘臭虫主义’——臭虫的世界不过是一张床，和睡在床上的臭皮囊，可是它却整天打着这个臭皮囊的主意，在臭皮囊上爬来爬去，咬东咬西，咬到芳唇不以为荣，咬到阴毛不以为辱，绝不局限自己于象牙塔中，做一个白首太玄经寂寞投阁的老文士。（其实杨雄还算是勇者！）新式文人大都走出了象牙塔、走出了书房、走出了无何有之乡、走出了天鹅绒的梦幻，王德毅的诗说：‘难得惊人过一生’，而真正的新式文人却‘偏要惊人过一生’！”,009.横槊集、插羽集·1959年10月.txt,588,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/009.横槊集、插羽集·1959年10月.txt,"文人,行动,文化"
LAT047-010,一个预备军官的日记,校对轮,已校对,情爱,感情自由,每个人都该有正常的自由的真诚的感情生活的，只有在封闭的中国社会，才压抑感情摧毁性灵，使人出于“无题”方式，但是我们不该面对他们，打开每一扇花园和大道和生活隔绝的薄门吗？对这，你懂得比我多的。,009.横槊集、插羽集·1959年10月.txt,645,《大李敖全集6.0》分章节/006.沉思日记类/005.一个预备军官的日记/009.横槊集、插羽集·1959年10月.txt,"感情,自由,情爱"
