id,source_id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT132-001,LAT132-001,冷眼看台湾,校对轮,已校对,人格,台湾是工作所在和战场但不是敌人,我在台湾，本是时代与地方的交错，既然阴错阳差的浮海而至，也就随缘入化的凌云而活。对大陆，我并没有乡愁；对台湾，我也不曾寄旅。台湾只是我的工作所在，它是我的战场，但却不是我的敌人。台湾还不够格是我的敌人，它太小了。虽然我也以东方朔“恐朱儒”的玩世与愤世，跟这个岛周旋，跟这个岛上的恶政与小人周旋，但是，基本上与心境上，我只是“小和尚念经——有口无心”而已，我真正的心，在遥远的所在，那种遥远既是空间的，也是时间的。,《冷眼看台湾》自序.txt,3,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\《冷眼看台湾》自序.txt,台湾;战场;敌人
LAT132-002,LAT132-002,冷眼看台湾,校对轮,已校对,文化,现代交通条件使传统乡愁逐渐失去意义,正因为有那种时空上的遥远，对大陆和台湾，我既了无乡愁，也不怀寄旅。我素来讨厌中国人轻易乡愁的情绪，我早就说乡愁观念的基本成因，一个是农业社会的安土重迁；一个是古代交通的不发达、通讯的不方便。这些因素，在我们现代化以后，都不存在了或减少了，所以乡愁的意义也就愈来愈没意义。古人的诗里有“却恐他乡胜故乡”“此心安处即为乡”的境界；有“埋骨何须桑梓地，人间何处不青山”的境界，可见古人也不无提升起来的水准。台湾是我成长之地，我对台湾当然有一种浓厚的感情，但在地缘上和政情上，我却深知我是“真正大陆型的知识分子”，我不喜欢台湾。但是，大陆对我说来，也是“江湖寥落尔安归”的局面，我喜欢多少大陆，也是可疑的。,《冷眼看台湾》自序.txt,4,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\《冷眼看台湾》自序.txt,乡愁;现代化;安土重迁
LAT132-003,LAT132-005,冷眼看台湾,校对轮,已校对,政治,以临终会面粉饰长期生离只是统治者的廉价慈悲,魏妈妈死了，死的时间是10日晚上十点半。这天上午，魏廷朝从牢里给护驾到台大医院，官方恩赐半小时的“假”，让他们母子见了最后的一面。这当然不是“奔丧”，这是“奔咽气”。——国民党有它“前进”的伦理，它要用使人“死别”的慈悲，冲淡它使人“生离”的残忍，国民党是不会做无本生意的。,002.坐失四方台湾人.txt,2,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\002.坐失四方台湾人.txt,政治犯;生离;慈悲
LAT132-004,LAT132-007,冷眼看台湾,校对轮,已校对,政治,奴化宣传会使人民短视怯懦并沦为统治残局,台湾人在亡国奴时代，已经突破了党禁、结社禁、报禁、选禁。郭国基说：“日据时代，日人虽然凶恶，也给台湾人成立五个政党，计有农民组合、文化协会、自治联盟、民众党、台湾同盟会等五个政党，今天连一个政党也没给我们。”其实国民党没给的，又岂止这些哉？问题倒不在国民党没给什么了，倒在它给了什么。我觉得：四十年来，国民党给了台湾人最可怕的奴化宣传与教育，四十年的工夫，使台湾人变得更小气、更寡情、更短视、更糊涂、更双膝发软。这才是最根本的洗脑、最可怕的致命伤。有志气的台湾人，应该先从这一方面觉悟猛醒，否则浑浑噩噩，不论党内党外，只是国民党的残局棋子而已。,002.坐失四方台湾人.txt,7,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\002.坐失四方台湾人.txt,奴化教育;洗脑;人民
LAT132-005,LAT132-008,冷眼看台湾,校对轮,已校对,政治,台湾应成为拓展中国的基地而非缩成独立小岛,比起你送我的日本讲谈社《中国の博物馆》来，当然这种艺品，不能与中国中原古物相比，但它的象征意味，却别有洞天。——它象征着一种忧患中的重建、忧患中的开拓、忧患中的怀念。当年郑成功浮海来台，他们在台湾重建、开拓、怀念中原文化，他本人，不正是“龙头”吗？沈葆桢说郑成功把台湾作为“遗民世界”，郑成功的心理，的确如此。但郑成功在重建、开拓、怀念之时，并没寻求没有出息的独立，他只是把台湾作为拓展中国的一个基地而已。——台湾的存在是使中国变得更大，而不是更小。郑成功大概怎么也想不透他的一部分后人，居然变得那样小家子气、那样没出息。当然，这种小家子气、这种没出息，实际上，乃是国民党教化下的产品，国民党是真正台湾独立的实行者，它实行了，却鸣鼓而攻别人是台独，而别人居然配合做台独式的胎动，殊不知配合半天，自己怀胎不下，国民党那边却早就长大成人，接收遗产矣！——台独、台独，其实是堕入国民党术中而不自知也！一如黄狗偷食，却大喊黑狗是贼，于是黄狗逸去，黑狗当灾。大家把注意力集中在黑狗身上，黄狗自然窃笑矣！,003.黄狗的窃笑.txt,4,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\003.黄狗的窃笑.txt,台湾;中国;独立
LAT132-006,LAT132-009,冷眼看台湾,校对轮,已校对,政治,制造分离局面者不能只谴责他人的分离意识,最近，窃笑中的蒋经国谴责“分离意识”，其实他们父子造成“分离局面”，“局面”岂不罪在“意识”之上？纵以“腹非”律人，“意识”也不过是未遂犯而已，但他们父子呢？却是典型现行犯也！——蒋氏父子使蒙古独立后又使台湾“独立”，其为祸中国，真是千古所无，实不知二十五史该入哪一传，我看只有另立“祸国传”，方能容此大奸巨恶也！,003.黄狗的窃笑.txt,5,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\003.黄狗的窃笑.txt,分离局面;分离意识;责任
LAT132-007,LAT132-010,冷眼看台湾,校对轮,已校对,文化,义人故事不应因政治动员而被摧毁,聊天时谈到吴凤，浊水老弟侃侃而谈他怎么一手策划拆毁吴凤铜像的事，对这一“倒吴”行动，他颇为自得。隔着办公桌，我笑着向这位小老弟和小妹妹朗诵我在铜像被毁第二天所写的一段文字：“吴凤故事本是人类中罕有的伟大动人故事，纵与史实小有出入，也不该引起高山族的自卑感，因为他们已经不再杀人；更不该引起台湾人的政治作用，因为吴凤根本就是台湾人。但在无知与褊狭的盲动下，却有人刻意要摧毁吴凤，并从铜像开始。他们不知道，所毁有甚于铜像者，是他们毁掉了历史与正义，他们毁掉了台湾人史无前例的一个义人，和永不再有的伟大动人故事。”朗诵完了，我告诉他们：如今有人口口声声根据《台湾通史》，但若说吴凤“杀身成仁”，是日本人和国民党制造的神话，这种人，显然是不真读《台湾通史》的，因为《台湾通史》明明指吴凤是为汉族“杀身成仁”的，一个人为他本族“杀身成仁”，还不伟大吗？立个铜像值得拆毁吗？至于吴凤对异族，我也看不出来有什么不对，请异族不要猎人头，这是与人为善啊！这是人道主义啊！这种人的铜像，也要拆毁，这是干什么啊？,004.不为贤者讳，却为汉族讳.txt,3,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\004.不为贤者讳，却为汉族讳.txt,史实;义人;政治行动
LAT132-008,LAT132-011,冷眼看台湾,校对轮,已校对,方法,澄清历史语境不能被简单等同于替官僚辩护,浊水老弟这些“惶惑”，我看来看去，觉得实乃自怜使然。汪公纪所说“台人恒自视为异族”，是指台湾人自己这样自视，他只是综合此一印象转述而已，他汪公纪自己并没这么说；至于汉人俞国华的满人杀汉人论，其重点似在强调改朝换代时的杀乃当然，重点不在谁满谁汉，历史上入关杀人者，汉人还愁不考前三名吗？我在这里，并无意替这些国民党老官僚个人澄清什么，我只是澄清文路与史实而已。浊水老弟在“中国视野”上把“贤者李敖”跟这些国民党老官僚等量齐观，他不为贤者讳，我欣赏他的质直。但我要反问一下，究竟“中国视野”，又有什么大逆不道？台湾人的祖先郑成功，是我最佩服的英雄好汉，他在“满人入关”，不甘于“汉人”陵夷，因而占此山川，“做遗民世界”，以谋重返中原，这种“中国视野”，当年留在大陆的汉人，都望尘莫及的。降至吴凤时代，台湾已是中国的一部分，他是典型的汉族，生在台湾、长在台湾，也是今天标准的台湾人，他为台湾人而死，今天的台湾人却煽动异族来掀他的铜像，可见这种视野，连台湾人视野都不及格，而是异族视野耳！当然台湾人是不自视为异族的，但是伐同党异如此、对吴凤忘恩负义如此，陈仪又算老几啊！,004.不为贤者讳，却为汉族讳.txt,5,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\004.不为贤者讳，却为汉族讳.txt,历史语境;官僚;澄清
LAT132-009,LAT132-012,冷眼看台湾,校对轮,已校对,政治,民族忠诚者遭到本国政权迫害说明问题在政权,国民党“用六斤半的脚链”把深明民族大义的郭国基先生钉起来，是把“莫须有的罪冠在头上”。郭国基先生在日本统治时代，因民族大义坐牢；不料熬到了台湾投入祖国的怀抱，竟还因民族大义坐牢，并且坐的还是有“六斤半的脚链”的牢，这种冤屈，显然问题出在国民党，而不出在台湾同胞。,005.怀念郭国基先生.txt,33,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\005.怀念郭国基先生.txt,民族忠诚;迫害;政权
LAT132-010,LAT132-014,冷眼看台湾,校对轮,已校对,人格,正确目标不应随政党好坏和一时好恶改变,〔后记〕以上所引郭国基先生的言论，从1948年到1968年，前后二十年间，不论他遭受国民党的多少迫害，他都没有因为对国民党的厌恶而影响到他基本方向的清明、而影响到他对整个中国的热爱、而影响到他采用狭小的眼光舍弃他对整个中国的关切。古话说得好：“天行有常，不为尧存，不为桀亡。”这种观念翻成政治白话，就是：为正确目标而奋斗的人，绝不迷失自己的方向，不因为一党的好坏而把自己钉在他们身上而迷失自己、不因为一时的好恶而把眼光限在小格局上而产生“岛国的褊狭之见”（insular prejudice）。为正确目标而奋斗的人，要有“山平水远苍茫外，地辟天开指顾中”的气象，不要因苍茫而小家子气，只求跟偏安的、自私的一党独大共存，而忘了河山千里的指顾。,005.怀念郭国基先生.txt,48,《大李敖全集6.0》分章节\014.台湾史政类\001.冷眼看台湾\005.怀念郭国基先生.txt,正确目标;政党;方向
