id,source_id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT067-001,LAT067-001,坐牢家爸爸给女儿的八十封信,校对轮,已校对,法权,狱中函授依赖例外空间,这八十封信，在目录上只有七十四封，因为一、二、三六、四三、六五、六六都收有主题接近的两封。它们写于1973年1月24日到1975年11月1日两年间。这两年间，我都独居在景美军法处看守所第八房，牢坐得比较清静，因为坐得久了，累积的参考书也比较多，当时看守所辅导官是政工干校出身的冯音汝少校，他为了使“囚情稳定”，在书刊进口方面，给了我这特级囚犯不少优遇；在寄出信件的字数和检查方面，也给了我这特级囚犯一些方便，虽然是责任使然，但在出入之间，既不像其他辅导官那样政工干，想来还是该感谢他的。,《坐牢家爸爸给女儿的八十封信》自序.txt,5,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/《坐牢家爸爸给女儿的八十封信》自序.txt,"法权,狱中函授依赖例外空间,坐牢家爸爸给女儿的八十封信自序"
LAT067-002,LAT067-002,坐牢家爸爸给女儿的八十封信,校对轮,已校对,写作,监狱使文字无法畅写带出,雷震出狱时告诉我，他在牢里写的所有文字，在出狱前夕都给辅导官偷走了，这一惨痛印象，使我知道我无法在牢里畅所欲写；监狱里的班长王鸿礼上士也跟我做过手势：他拿了一枝笔，做写字姿势；然后把笔放下，一再摇手。……我知道我写了也白写，带不出来。所以五年八个月中，我看书极多、写作极少，比较用心写的一点东西，现在想来，主要还是这些有趣的信件。如今把它们集合成书，倒也不无纪念的意义。,《坐牢家爸爸给女儿的八十封信》自序.txt,7,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/《坐牢家爸爸给女儿的八十封信》自序.txt,"写作,监狱使文字无法畅写带出,坐牢家爸爸给女儿的八十封信自序"
LAT067-003,LAT067-003,坐牢家爸爸给女儿的八十封信,校对轮,已校对,人格,忠诚不做打落水狗的事,6．The more I see of men，the more I admire dogs．（我看到的人愈多，我愈欣赏狗。）狗的特色是忠心，尤其不因为主人倒霉就做打落水狗的事。打落水狗是人干的事，不是狗干的事。这句英文的意思是人不如狗。说这句话的是法国名女人罗兰夫人（Madame Roland）。她后来被老同志害死了。,001.猫狗谚.txt,19,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/001.猫狗谚.txt,"人格,忠诚不做打落水狗的事,猫狗谚"
LAT067-004,LAT067-005,坐牢家爸爸给女儿的八十封信,校对轮,已校对,文化,文明人也会换法吃人,8．Dog won't eat dog，but men will eat each other up like cannibals．（狗不吃狗，但人吃人，cannibal是吃人肉的野蛮人，但文明人也“吃人”，吃法不同就是了。）,001.猫狗谚.txt,21,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/001.猫狗谚.txt,"文化,文明人也会换法吃人,猫狗谚"
LAT067-005,LAT067-010,坐牢家爸爸给女儿的八十封信,校对轮,已校对,文化,送礼习惯照出实际主义,你的生日礼物（birthday gift or present）连同圣诞节礼物（Christmas gift），一并折成礼金（cashgift）30元，由姥姥转给你，再由你自己选要买的东西，好不好？同时你还该送礼（give gifts）给姐姐哥哥等，自然他们也会送礼给你，这叫“礼尚往还”。“礼尚往还”是中文，英文的意思则是“礼物像鱼钩”（Gifts are like fish hooks.）。就是可以“钓”到别人的，转成中文，又是“抛砖引玉”（to throw a brick and to get a gem in return）的意思。中国的规矩是礼物当面不打开，所以你送一盒砖头给人，人家也不知道。但美国规矩却要当面打开看，大概是过去有人送了砖头，所以人家不再上当，为保险起见，干脆当面看个清楚，（若还是砖头，可以立刻跟你算账！）这也是美国人比中国人“实际”的地方。如果你真的送的不是砖头，那你就“真金不怕火炼”（Genuine gold is not afraid of fire．），不怕别人当面打开。所以当姐姐说May I open it now？（我现在可以打开看吗？）的时候，你就可以大胆地说Sure，I wish you would．（当然，我恨不得你打开看看）。但如果你真的送的是砖头，那你就“做贼心虚”（One who has done something bad secretly cannot look others in the eye.）你就要赶紧跑到厕所去！（If you don't mind，I'd like to wash my hands.）锁上厕所门后，你可以大声向姐姐喊：Don't look a gift horse in the mouth!（不要挑人家礼物呀！）如果姐姐气得用砖头打门，说I wouldn't take it as a gift！（就是白给我我也不要！）那你就做一个“送了礼又收回去的人”（Indian giver），包起来，再送给哥哥吧！哈哈！,008.送礼·向厕所跑.txt,3,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/008.送礼·向厕所跑.txt,"文化,送礼习惯照出实际主义,送礼·向厕所跑"
LAT067-006,LAT067-012,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,冒险才有收获,惹老虎虽然危险，但人间有很多事要冒险才有收获，中国话说“不入虎穴，焉得虎子”（“不到老虎窝里去，哪里找得到小老虎？）也正是英文中Nothing venture，nothing have的意思。,010.打老虎秘诀.txt,5,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/010.打老虎秘诀.txt,"方法,冒险才有收获,打老虎秘诀"
LAT067-007,LAT067-014,坐牢家爸爸给女儿的八十封信,校对轮,已校对,知识,俗语须经知识校正,中国有一句俗话叫“千年王八万年龟”，表示乌龟活得很长，但据动物学家说，乌龟只活一百多年。乌龟在一千多年前，本不是骂人的字眼，那时候祝人长寿都说“龟龄”（long-lived like the turtle），有人名字叫“龟年”。中国古人常烧乌龟，看背上的裂纹，用来算命，中国字中“用”这个字，古写是（金文“用”），就表示一根铁条侧面插进龟背（甲骨文“用”）去烧，烧出来的纹如吉祥，就可以“用”了。,012.千年王八万年龟.txt,3,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/012.千年王八万年龟.txt,"知识,俗语须经知识校正,千年王八万年龟"
LAT067-008,LAT067-015,坐牢家爸爸给女儿的八十封信,校对轮,已校对,人格,逃避危险不等于安全,各有千秋：公的可以讨小老婆。传说被追得没法时，把头钻到沙子里，自己只要看不见敌人，就放心了，不管敌人看不看到它。这种不肯正视的自欺，英文叫ostrichlike（事实上这传说不对，ostrich走投无路时，它会踢人，并不藏头露尾。）//会游泳，游得很棒，吃鱼。不怕冷，孵出小企鹅就好像孵出一件皮大衣。南极冷的冬天要到零下40度至80度下，但是公企鹅孵小企鹅体温比人还高。企鹅不大认得清男女，公企鹅如认为某一只企鹅好像是母的，它就找一块小石头丢到对方面前，如果对方是母的，便接受小石头做礼物；如果对方是公的，便有权为这一误会发脾气，便有权咬它，它要甘心被咬，不能还嘴。/鼻孔长在嘴前端，别的鸟的鼻孔都长在嘴后端。空军中地勤人员（不飞的）就被挖苦叫kiwi。,013.不飞的鸟.txt,10,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/013.不飞的鸟.txt,"人格,逃避危险不等于安全,不飞的鸟"
LAT067-009,LAT067-016,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,贪心会断掉财路,意思就是“别杀下金蛋的鹅”，“别断了财路”，“别砍摇钱树”。在中文里，也有一句“杀鸡取卵”（to kill the hen to eggs）的话，正跟英文不谋而合——你杀鹅我就杀鸡，这回是中文跟英文捣起蛋来了。,014.你杀鹅我就杀鸡.txt,6,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/014.你杀鹅我就杀鸡.txt,"方法,贪心会断掉财路,你杀鹅我就杀鸡"
LAT067-010,LAT067-018,坐牢家爸爸给女儿的八十封信,校对轮,已校对,方法,先补功课再谈玩乐,昨天收到你2月13的信和卡片。你有那么好的成绩——在短短几个月中就有那么好的成绩，爸爸很高兴。你现在正是赶功课的时候，所以不和别的小朋友一样，你必须比他们多花一些时间在功课上面，等到功课赶过他们，才好大玩特玩，你说对不对？,019.情人与天使.txt,3,《大李敖全集6.0》分章节/008.书信函件类/010.坐牢家爸爸给女儿的八十封信/019.情人与天使.txt,"方法,先补功课再谈玩乐,情人与天使"
