id,book,round,status,category,title,description,source_file,source_paragraph,source_path,keywords
LAT033-001,红色11,提取轮,待校对,法权,办案以党国损失压倒无罪,史处长：什么优待？那些问案的，一开口就说：“史子文啊！我们知道你是老共，你今天落网了，赶快承认了帐，免得受苦。”我一否认，他们就拍案怒骂，连十八代祖宗都被他们侮辱了。有一个二十来岁的小鬼，他当我的孙子还差不多哩！居然对我说：“史老先生，我老实告诉你：我们局长做事是很果决的，他交给我们办的案子，都是只许成功、不许失败的。你看，被我们请进来的人，哪一个可以不认罪就放出去呢？局长给我们绝对的权力，犯人不认，准许我们采取各种办法，直到他认罪为止。要是硬挺到底，耐打耐揍，坚不承认，那就不要怪我们狠！我告诉你，那时你只好被抬着走出这个大门。你在我们局里做过事，并且做到一级主管处长地位，是行家，你知道，释放一个犯人无罪出去，对党国的损失有多大？你现在不认，迟早也要认的。皮肉之苦，实在不好受，我们也不是没有辣椒水和老虎凳。我是好意劝你，为的是要救你，不是要害你，你好好想一想！”你想想看，以我的年纪，真的再坐老虎凳、灌辣椒水，或者是痛打一顿，岂不是真的要被抬着走出调查监狱的大门了吗？没办法呀，我不情愿死在里头，只好明讲：我史子文不会“想”，请他们告诉我，该认什么，我就认什么，自白书也请他们写给我抄。——这么一来，我当然不至于挨揍了，哪里是什么优待？,002.第一幕——夏至.txt,27,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"侦讯,无罪,党国,法权"
LAT033-002,红色11,提取轮,待校对,法权,办案可以不靠证据,史处长：怎么不提？当时承办我案子的，是我苏北同乡科长刘昭祥，他的两条腿不一样长，走起路来一颠一颠的，凸出的黑眼球在玳瑁镜框中旋转，像一只蛤蟆，外号就叫“跛脚蛤蟆”。他的是非标准也人如其腿。我问他：“说我是共产党，你们要拿出证据来。”他说：“我们办案还靠证据吗？你想一想，过去你是怎么办案的？”我说：“我们是自己人啊！”他冷笑说：“自己人？你已经是我们的敌人了。话又说回来，如果你是自己人，你更应该对组织坦白，组织会饶恕你。不过，如果你还不招，我们就知道不给你吃一点苦头，你不会承认，我们要帮忙你思考。”我知道所谓帮忙思考，就是大刑伺候，我内行，我招了。,002.第一幕——夏至.txt,29,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"证据,刑求,共产党,法权"
LAT033-003,红色11,提取轮,待校对,政治,党国忠诚也会被机器吞噬,史处长：唉！除了报应、报应、报应，我还能说什么？我为国民党和它的政府，卖命卖了四十年，却被它们交在一群无知的小喽啰手里，对我逞凶恣暴，摧残我的身心，毁辱我的名誉，这才是我最痛恨的！试问：那些调查员、军法官、监狱官兵，算什么东西？讲抗日，他们还没出生；谈反共，他们只在课本上读到；对党国，他们屁贡献都没有的。国民党却把我们这些抗日反共有功的人，交给那批小子来凌虐逼迫，诬良为匪！像这样没是非、没人性的勾当，居然也干得出来，真的，国民党不亡哪有天理！,002.第一幕——夏至.txt,37,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"国民党,政府,忠诚,政治"
LAT033-004,红色11,提取轮,待校对,法权,疲劳审问先毁人格,华老师：我受过三天三夜、四天四夜、五天五夜的疲劳审问，疲劳审问时只骂不打，但是骂的部分包括对你人格的羞辱，例如问我：“姓华的，你有几个爸爸？”我回答说：“当然只有一个。”但特务说：“混帐，你不是有十个爸爸吗？从实招来！说，说你有十个爸爸！”然后，他们在旁边拍手，高声喊叫作乐。有时候说让你睡一下，但不到五分钟十分钟，又大喝一声：“谈话！”一切继续，由头开始。把给你的所谓休息，像剁一条蛇一样，剁成好几节，这叫休息吗？你的口供他们不满意，不客气的就来了，花样多得很。那时我留着大胡子，他们罚我自己拔胡子三十根，眉毛三十根，要一根一根地拔。每次多一根也不行，拔不出来也不行。拔完了，他们说：“好了，好了，这游戏不玩了，换别的。”别的是什么？换成自打嘴巴——逼令你自己打自己的嘴巴，非用力打、非打出红肿不行。此刑他们美其名为“自我惩罚”，其实意在侮辱你。还有一种叫“吃豆腐乳”——逼令吃下咸豆腐乳，叫你口渴难忍，让你胃疼。还有一种叫“跪象棋”——象棋子置放地上，叫你跪在棋子上，棋子又小又硬，承受身体的重量后，让你膝盖疼。这些花样，还都是客气的，因为他们还君子动口不动手，还没到他们动手阶段。到了他们动手的阶段，就是另一种花样了，左右开弓打耳光、用香烟烧你指头、用原子笔或棍子戳你胸口和肚子，等等等等，花样层出不穷。还有一种叫“踩地杠”，脱下袜子，咬在嘴里，不许掉落。然后，踩地杠，两腿半跪，脚踝后面加一根直径约六公分的横棍，棍子的两端，由两个人用力压住，一条彪形大汉站在棍子中间，用力摇晃。啪的一声，棍子断了，我也昏过去了。还有一种叫“背宝剑”——把你一手从肩部朝后向下，一手从背部朝上，再以手铐从你背部铐住双手，使你涕泗滂沱，痛楚万般。他们知道我最怕此刑，所以经常使用。曾有一段时间，我天天挨受此刑，苦不堪言。受此刑时，特务恐吓说：“一天只须交代一件事，这件事必须是我们认为有价值的，否则不打开。”曾有一次，挨受“背宝剑”时，同时还刑上加刑，踩地杠了。还有一种叫“灌辣椒”——用辣椒羼在白醋里，插入皮管，灌我的肛门。肛门外边，直肠里头，热如火灼，痛如刀割，那种痛苦，完全没法形容了。,002.第一幕——夏至.txt,43,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"疲劳审问,刑求,人格羞辱,法权"
LAT033-005,红色11,提取轮,待校对,法权,女性政治犯遭遇性化刑求,龙 头：还有更残忍的呢！就是对付女学生，对付他们眼中的女共产党。也是用牙刷刷阴部阴蒂，送到火烧岛的女政治犯中，至少有九个案例。也有的女学生阴部因受伤、发炎而腐烂，在看守所中上吊自杀的。根据特务解释，书生论政，好谈人格，伪装圣人，对付书生之道，就是脱光他们的衣服，赤裸裸的恢复他们原来的面目，让他们体会自己也是一个求生存的动物。共产党中男学生女学生都是书生，所以直接刑求脱光后的要害。,002.第一幕——夏至.txt,50,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"女政治犯,刑求,特务,法权"
LAT033-006,红色11,提取轮,待校对,方法,革命不能只靠左倾幼稚,史处长：（动气）我闻闻看，开玩笑说吧，我闻到一股乳臭，乳臭未干的乳臭。如果列宁活着，列宁会骂你们这种大学生犯了他所谓的“左倾幼稚病”，凭你们十几个大学生，想在台湾推翻国民党，你们是盲动主义者，怎么样？串连吧！串连到第十九个人，就踩了地雷吧？给抓起来了。,002.第一幕——夏至.txt,67,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"左倾幼稚病,革命,台湾,方法"
LAT033-007,红色11,提取轮,待校对,方法,革命判断要看时间空间,史处长：别忘了那是什么时候！什么地方！那是在1921年，那是在大陆，那时间那空间，政府的力量罩不住，搞革命，成功了可以进北京南京，失败了可以上山下海，今天呢？在台湾小岛上，北京南京都早给人搞走了。上山嘛？警察挡着，要有入山证，没证件上不了山。下海嘛？东边太平洋，西边台湾海峡，你去跳吧！别小看了在台湾的国民党，国民党在大陆被共产党打得落花流水，在台湾可神气活现呢，抓你们这些自己封的共产党，就像瓮中捉鳖，手到擒来，沦落到这景美军法看守所十一房，不是吗？你不承认与我们同是匪类，你总得承认与我们“同是天涯沦落人”吧！,002.第一幕——夏至.txt,69,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"时间,空间,革命,方法"
LAT033-008,红色11,提取轮,待校对,法权,坐牢是制度化互相折磨,史处长：这就是坐牢啊，不是让你舒服、让你不别扭。坐牢不是只坐在那儿，坐牢是包括牛鬼蛇神聚在一起，龙蛇杂处、鸡兔同笼，互相折磨，除非像我们十一房龙头那样，一坐五年，弄个“书桌”，老神在在、高高在上、笑傲江湖、阅人无数，而我们这些新科小生像你、新科老生像我、像华老师，都是龙头的配角，我们坐牢，都没他沉得住气、没他快乐，我们个个整天怨天尤人，不是吗？你这位大学生啊，请多向龙头学习，龙头不是共产党，可是他比共产党还共产党，一闻就是个狠角色，政府抓他，一点都没抓错，他是真正挖了国民党的根的人，政治斗争只是改朝换代，龙头搞的是思想斗争，他换了人们的脑袋，他才是真的先知型的共产党（指头对着龙头，上下点着）。,002.第一幕——夏至.txt,71,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"监狱,政治犯,折磨,法权"
LAT033-009,红色11,提取轮,待校对,政治,共产主义的正义性最高,龙 头：（笑）多谢处长大人抬爱，并且高兴你把我当作共产党，你可真识货呢！你说对了，其实我心深处，真是共产主义者，因为我主张正义，而共产主义的正义性是所有主义中成分最高的。,002.第一幕——夏至.txt,72,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"共产主义,正义,主义,政治"
LAT033-010,红色11,提取轮,待校对,政治,共产党尺度暴露正义缺席,史处长：从谁是共产党的尺度来看，就看出人间没有你主张的正义，在这军法看守所十一房里，一共四个人，四个人中我和华老师，两个假共产党；余三共，一个自封的共产党；你，龙头，一个深藏不露的思想上的共产党，四个人却有着不同的遭遇。以我和华老师的遭遇为例，就各有千秋，怪不怪？,002.第一幕——夏至.txt,73,《大李敖全集6.0》分章节/004.小说剧本类/003.红色11/002.第一幕——夏至.txt,"共产党,正义,军法,政治"
